--- About the graph ---
Total of vertices (all kinds): 1167
Hypothetic vertices: 113 / 1167 (9.682948%)
Subnet vertices: 526 / 1167 (45.072836%)
Known subnet vertices: 413 / 526 (78.517110%)

--- Subnet mappings ---
S1 = 193.92.102.0/25
S2 = 193.92.103.128/27
S3 = 193.92.103.16/30
S4 = 193.92.103.174/31
S5 = 193.92.103.192/26
S6 = 193.92.103.26/31
S7 = 193.92.103.48/30
S8 = 193.92.103.6/31
S9 = 193.92.103.60/30
S10 = 193.92.103.80/29
S11 = 193.92.104.128/26
S12 = 193.92.13.144/30
S13 = 193.92.130.0/26
S14 = 193.92.130.152/30
S15 = 193.92.130.182/31
S16 = 193.92.130.192/27
S17 = 193.92.130.226/31
S18 = 193.92.130.64/30
S19 = 193.92.130.74/31
S20 = 193.92.131.124/30
S21 = 193.92.131.48/28
S22 = 193.92.132.192/29
S23 = 193.92.133.236/30
S24 = 193.92.136.0/22
S25 = 193.92.148.64/26
S26 = 193.92.159.128/25
S27 = 193.92.163.0/28
S28 = 193.92.163.126/31
S29 = 193.92.163.160/27
S30 = 193.92.163.218/31
S31 = 193.92.163.24/29
S32 = 193.92.163.52/30
S33 = 193.92.163.78/31
S34 = 193.92.164.128/27
S35 = 193.92.164.182/31
S36 = 193.92.164.232/30
S37 = 193.92.164.240/29
S38 = 193.92.164.32/27
S39 = 193.92.164.64/30
S40 = 193.92.164.68/30
S41 = 193.92.164.88/29
S42 = 193.92.164.96/27
S43 = 193.92.180.128/27
S44 = 193.92.180.96/27
S45 = 193.92.181.64/28
S46 = 193.92.196.0/24
S47 = 193.92.24.240/28
S48 = 193.92.240.0/20
S49 = 193.92.25.118/31
S50 = 193.92.25.128/26
S51 = 193.92.25.232/30
S52 = 193.92.25.236/30
S53 = 193.92.25.254/31
S54 = 193.92.25.32/30
S55 = 193.92.25.88/30
S56 = 193.92.25.96/28
S57 = 193.92.32.0/22
S58 = 193.92.38.128/26
S59 = 193.92.38.192/29
S60 = 193.92.38.234/31
S61 = 193.92.38.242/31
S62 = 193.92.38.248/30
S63 = 193.92.38.48/30
S64 = 193.92.38.58/31
S65 = 193.92.38.64/26
S66 = 193.92.42.106/31
S67 = 193.92.42.128/28
S68 = 193.92.42.14/31
S69 = 193.92.42.144/30
S70 = 193.92.42.158/31
S71 = 193.92.42.176/30
S72 = 193.92.42.56/30
S73 = 193.92.42.70/31
S74 = 193.92.42.72/30
S75 = 193.92.42.96/30
S76 = 193.92.48.152/30
S77 = 193.92.48.164/30
S78 = 193.92.48.170/31
S79 = 193.92.48.176/28
S80 = 193.92.48.192/28
S81 = 193.92.48.210/31
S82 = 193.92.48.216/30
S83 = 193.92.48.26/31
S84 = 193.92.48.30/31
S85 = 193.92.48.64/26
S86 = 193.92.48.8/30
S87 = 193.92.70.176/28
S88 = 193.92.70.224/28
S89 = 193.92.70.240/28
S90 = 193.92.75.128/25
S91 = 193.92.75.64/26
S92 = 193.92.77.0/25
S93 = 193.92.77.192/26
S94 = 193.92.78.0/24
S95 = 193.92.87.156/30
S96 = 193.92.87.16/30
S97 = 193.92.87.196/30
S98 = 193.92.87.216/30
S99 = 193.92.87.224/27
S100 = 193.92.87.26/31
S101 = 193.92.87.32/28
S102 = 193.92.87.56/30
S103 = 193.92.87.66/31
S104 = 193.92.87.8/29
S105 = 193.92.87.94/31
S106 = 193.92.87.96/28
S107 = 193.92.91.0/30
S108 = 193.92.91.136/30
S109 = 193.92.91.158/31
S110 = 193.92.91.192/26
S111 = 193.92.91.48/30
S112 = 193.92.94.224/30
S113 = 194.219.108.32/31
S114 = 194.219.108.48/28
S115 = 194.219.108.64/27
S116 = 194.219.108.96/27
S117 = 194.219.109.192/27
S118 = 194.219.110.0/24
S119 = 194.219.115.246/31
S120 = 194.219.117.224/27
S121 = 194.219.117.64/26
S122 = 194.219.117.8/29
S123 = 194.219.136.0/28
S124 = 194.219.136.128/28
S125 = 194.219.136.180/30
S126 = 194.219.136.184/30
S127 = 194.219.136.188/30
S128 = 194.219.136.200/30
S129 = 194.219.136.204/30
S130 = 194.219.136.238/31
S131 = 194.219.136.252/30
S132 = 194.219.136.34/31
S133 = 194.219.136.96/28
S134 = 194.219.143.120/29
S135 = 194.219.144.0/23
S136 = 194.219.146.134/31
S137 = 194.219.146.224/27
S138 = 194.219.146.32/28
S139 = 194.219.146.96/27
S140 = 194.219.153.116/30
S141 = 194.219.153.122/31
S142 = 194.219.153.142/31
S143 = 194.219.153.184/30
S144 = 194.219.153.20/30
S145 = 194.219.153.224/28
S146 = 194.219.153.48/29
S147 = 194.219.153.64/27
S148 = 194.219.160.0/21
S149 = 194.219.170.106/31
S150 = 194.219.170.164/30
S151 = 194.219.170.178/31
S152 = 194.219.170.192/27
S153 = 194.219.170.236/30
S154 = 194.219.170.32/27
S155 = 194.219.170.64/30
S156 = 194.219.183.130/31
S157 = 194.219.183.192/26
S158 = 194.219.184.0/22
S159 = 194.219.19.144/29
S160 = 194.219.19.160/27
S161 = 194.219.19.32/28
S162 = 194.219.199.0/27
S163 = 194.219.199.128/27
S164 = 194.219.199.160/30
S165 = 194.219.199.170/31
S166 = 194.219.199.174/31
S167 = 194.219.199.176/28
S168 = 194.219.199.212/30
S169 = 194.219.199.216/30
S170 = 194.219.199.222/31
S171 = 194.219.199.224/30
S172 = 194.219.199.232/29
S173 = 194.219.199.240/29
S174 = 194.219.199.248/30
S175 = 194.219.199.252/30
S176 = 194.219.199.34/31
S177 = 194.219.199.44/30
S178 = 194.219.199.64/26
S179 = 194.219.2.214/31
S180 = 194.219.208.0/27
S181 = 194.219.208.160/27
S182 = 194.219.208.78/31
S183 = 194.219.208.82/31
S184 = 194.219.208.96/27
S185 = 194.219.211.128/27
S186 = 194.219.221.128/25
S187 = 194.219.227.0/24
S188 = 194.219.230.0/25
S189 = 194.219.232.128/27
S190 = 194.219.234.0/23
S191 = 194.219.242.128/26
S192 = 194.219.242.248/29
S193 = 194.219.253.0/26
S194 = 194.219.253.130/31
S195 = 194.219.253.192/27
S196 = 194.219.27.0/24
S197 = 194.219.3.160/30
S198 = 194.219.3.184/30
S199 = 194.219.3.192/27
