--- About the graph ---
Total of vertices (all kinds): 1206
Hypothetic vertices: 435 / 1206 (36.069652%)
Subnet vertices: 624 / 1206 (51.741294%)
Known subnet vertices: 189 / 624 (30.288462%)

--- Subnet mappings ---
S1 = 213.144.176.150/31
S2 = 213.144.176.222/31
S3 = 5.178.43.128/30
S4 = 5.178.43.156/30
S5 = 5.178.43.200/30
S6 = 5.178.43.204/30
S7 = 5.178.43.212/30
S8 = 5.178.43.232/30
S9 = 5.178.46.18/31
S10 = 79.140.83.0/31
S11 = 79.140.83.2/31
S12 = 79.140.83.4/31
S13 = 79.140.83.6/31
S14 = 79.140.89.32/31
S15 = 79.140.89.64/31
S16 = 79.140.89.128/31
S17 = 79.140.90.0/31
S18 = 79.140.90.6/31
S19 = 79.140.90.34/31
S20 = 79.140.90.128/31
S21 = 79.140.90.136/31
S22 = 79.140.90.138/31
S23 = 89.221.32.32/31
S24 = 89.221.32.116/31
S25 = 89.221.34.172/31
S26 = 89.221.35.0/30
S27 = 89.221.37.2/31
S28 = 89.221.37.128/30
S29 = 89.221.37.144/30
S30 = 89.221.37.148/30
S31 = 89.221.40.0/25
S32 = 89.221.41.64/28
S33 = 89.221.42.12/31
S34 = 89.221.43.24/30
S35 = 89.221.43.232/30
S36 = 93.186.128.224/29
S37 = 93.186.129.0/31
S38 = 93.186.129.72/30
S39 = 93.186.129.76/31
S40 = 93.186.129.88/31
S41 = 93.186.129.90/31
S42 = 93.186.129.94/31
S43 = 93.186.129.112/30
S44 = 93.186.129.154/31
S45 = 93.186.129.188/31
S46 = 93.186.129.190/31
S47 = 93.186.129.198/31
S48 = 93.186.129.222/31
S49 = 93.186.129.224/31
S50 = 93.186.132.140/30
S51 = 93.186.132.152/29
S52 = 93.186.132.160/29
S53 = 93.186.132.176/30
S54 = 93.186.132.200/29
S55 = 93.186.132.224/29
S56 = 93.186.132.240/29
S57 = 93.186.133.96/31
S58 = 93.186.133.122/31
S59 = 149.3.183.128/29
S60 = 185.70.202.128/31
S61 = 195.22.192.110/31
S62 = 195.22.192.180/31
S63 = 195.22.194.248/29
S64 = 195.22.195.40/30
S65 = 195.22.195.48/30
S66 = 195.22.195.68/31
S67 = 195.22.196.32/27
S68 = 195.22.196.68/31
S69 = 195.22.196.70/31
S70 = 195.22.196.136/31
S71 = 195.22.196.138/31
S72 = 195.22.196.142/31
S73 = 195.22.197.0/27
S74 = 195.22.197.136/29
S75 = 195.22.199.64/29
S76 = 195.22.199.120/29
S77 = 195.22.205.76/31
S78 = 195.22.206.0/31
S79 = 195.22.206.34/31
S80 = 195.22.206.148/31
S81 = 195.22.208.0/27
S82 = 195.22.208.34/31
S83 = 195.22.209.104/29
S84 = 195.22.209.192/29
S85 = 195.22.209.216/29
S86 = 195.22.210.44/31
S87 = 195.22.210.46/31
S88 = 195.22.210.52/31
S89 = 195.22.210.54/31
S90 = 195.22.210.106/31
S91 = 195.22.210.194/31
S92 = 195.22.211.36/30
S93 = 195.22.211.98/31
S94 = 195.22.211.104/31
