--- About the graph ---
Total of vertices (all kinds): 5480
Hypothetic vertices: 1677 / 5480 (30.602190%)
Subnet vertices: 2821 / 5480 (51.478102%)
Known subnet vertices: 1144 / 2821 (40.552995%)

--- Subnet mappings ---
S1 = 103.232.17.216/29
S2 = 104.254.120.192/26
S3 = 107.155.19.64/31
S4 = 107.155.19.68/30
S5 = 107.155.19.82/31
S6 = 107.155.19.84/31
S7 = 141.136.102.154/31
S8 = 141.136.105.104/30
S9 = 141.136.105.126/31
S10 = 141.136.105.140/30
S11 = 141.136.105.202/31
S12 = 141.136.105.208/30
S13 = 141.136.105.228/31
S14 = 141.136.105.236/30
S15 = 141.136.105.24/30
S16 = 141.136.105.58/31
S17 = 141.136.105.68/30
S18 = 141.136.106.0/30
S19 = 141.136.106.112/30
S20 = 141.136.106.156/30
S21 = 141.136.106.16/30
S22 = 141.136.106.160/30
S23 = 141.136.106.188/30
S24 = 141.136.106.192/30
S25 = 141.136.106.204/30
S26 = 141.136.106.72/30
S27 = 141.136.106.88/30
S28 = 141.136.106.92/30
S29 = 141.136.107.100/30
S30 = 141.136.107.112/30
S31 = 141.136.107.132/31
S32 = 141.136.107.188/30
S33 = 141.136.107.228/30
S34 = 141.136.107.44/30
S35 = 141.136.107.96/30
S36 = 141.136.108.112/30
S37 = 141.136.108.124/31
S38 = 141.136.108.224/30
S39 = 141.136.108.244/30
S40 = 141.136.108.60/30
S41 = 141.136.108.96/28
S42 = 141.136.109.210/31
S43 = 141.136.109.214/31
S44 = 141.136.109.224/30
S45 = 141.136.109.84/30
S46 = 141.136.110.0/30
S47 = 141.136.110.116/30
S48 = 141.136.110.152/30
S49 = 141.136.110.216/30
S50 = 141.136.110.32/30
S51 = 141.136.110.40/30
S52 = 141.136.110.48/30
S53 = 141.136.110.52/30
S54 = 141.136.110.60/30
S55 = 141.136.110.64/30
S56 = 141.136.111.138/31
S57 = 141.136.111.174/31
S58 = 141.136.111.254/31
S59 = 141.136.111.28/30
S60 = 141.136.111.96/30
S61 = 141.136.98.40/30
S62 = 141.136.99.56/30
S63 = 149.235.0.224/30
S64 = 149.235.0.228/30
S65 = 149.235.0.80/29
S66 = 149.235.16.224/31
S67 = 149.235.16.234/31
S68 = 149.235.16.64/27
S69 = 160.211.126.32/27
S70 = 173.0.120.2/31
S71 = 173.205.111.162/31
S72 = 173.205.16.128/28
S73 = 173.205.16.20/30
S74 = 173.205.16.60/30
S75 = 173.205.16.64/30
S76 = 173.205.17.120/30
S77 = 173.205.17.84/30
S78 = 173.205.18.184/30
S79 = 173.205.18.248/30
S80 = 173.205.20.176/28
S81 = 173.205.24.100/30
S82 = 173.205.35.16/28
S83 = 173.205.35.204/30
S84 = 173.205.35.4/30
S85 = 173.205.36.184/29
S86 = 173.205.36.48/30
S87 = 173.205.37.144/29
S88 = 173.205.37.164/30
S89 = 173.205.37.220/30
S90 = 173.205.37.252/30
S91 = 173.205.37.36/30
S92 = 173.205.37.40/30
S93 = 173.205.37.44/30
S94 = 173.205.37.48/30
S95 = 173.205.38.0/30
S96 = 173.205.38.112/28
S97 = 173.205.38.12/30
S98 = 173.205.38.240/30
S99 = 173.205.40.108/30
S100 = 173.205.40.192/30
S101 = 173.205.40.224/27
S102 = 173.205.41.244/30
S103 = 173.205.41.68/30
S104 = 173.205.41.88/30
S105 = 173.205.41.96/27
S106 = 173.205.42.160/30
S107 = 173.205.42.220/30
S108 = 173.205.42.24/29
S109 = 173.205.42.40/30
S110 = 173.205.43.4/30
S111 = 173.205.43.40/30
S112 = 173.205.43.44/30
S113 = 173.205.44.64/27
S114 = 173.205.45.128/30
S115 = 173.205.46.104/30
S116 = 173.205.46.112/30
S117 = 173.205.46.232/30
S118 = 173.205.46.240/28
S119 = 173.205.46.36/30
S120 = 173.205.47.124/30
S121 = 173.205.47.192/28
S122 = 173.205.47.244/30
S123 = 173.205.48.136/29
S124 = 173.205.50.208/30
S125 = 173.205.50.244/30
S126 = 173.205.51.8/30
S127 = 173.205.52.156/30
S128 = 173.205.52.244/30
S129 = 173.205.52.248/30
S130 = 173.205.52.32/30
S131 = 173.205.52.8/30
S132 = 173.205.53.180/30
S133 = 173.205.53.188/30
S134 = 173.205.53.200/30
S135 = 173.205.54.176/29
S136 = 173.205.55.168/30
S137 = 173.205.56.52/30
S138 = 173.205.58.172/30
S139 = 173.205.59.136/30
S140 = 173.205.59.188/30
S141 = 173.205.60.144/28
S142 = 173.205.60.176/28
S143 = 173.241.129.176/28
S144 = 173.241.131.192/26
S145 = 184.27.192.0/20
S146 = 185.53.236.80/30
S147 = 192.157.24.44/30
S148 = 192.157.24.62/31
S149 = 192.157.26.158/31
S150 = 192.157.27.0/29
S151 = 192.236.122.0/28
S152 = 193.3.62.164/30
S153 = 198.233.82.56/29
S154 = 198.47.120.144/28
S155 = 198.47.122.132/30
S156 = 198.47.125.22/31
S157 = 198.60.92.0/29
S158 = 199.229.231.176/29
S159 = 204.237.133.6/31
S160 = 204.237.133.8/30
S161 = 204.237.179.52/30
S162 = 204.237.197.242/31
S163 = 204.237.201.0/26
S164 = 204.237.229.224/30
S165 = 204.237.239.192/28
S166 = 204.93.61.48/29
S167 = 205.201.172.108/31
S168 = 207.223.103.32/29
S169 = 207.86.175.224/29
S170 = 208.116.128.106/31
S171 = 208.116.128.156/30
S172 = 208.116.128.160/29
S173 = 208.116.128.62/31
S174 = 208.116.128.88/29
S175 = 208.116.129.154/31
S176 = 208.116.129.24/29
S177 = 208.116.129.244/30
S178 = 208.116.129.80/30
S179 = 208.116.130.144/28
S180 = 208.116.130.226/31
S181 = 208.116.130.230/31
S182 = 208.116.130.46/31
S183 = 208.116.131.126/31
S184 = 208.116.131.16/28
S185 = 208.116.131.238/31
S186 = 208.116.131.252/30
S187 = 208.116.132.120/30
S188 = 208.116.132.16/30
S189 = 208.116.133.100/30
S190 = 208.116.133.108/30
S191 = 208.116.133.68/30
S192 = 208.116.133.80/30
S193 = 208.116.134.216/30
S194 = 208.116.140.48/30
S195 = 208.116.140.52/30
S196 = 208.116.140.56/30
S197 = 208.116.142.212/30
S198 = 208.116.142.220/30
S199 = 208.116.142.48/30
S200 = 208.116.142.62/31
S201 = 208.116.143.128/29
