--- About the graph ---
Total of vertices (all kinds): 2005
Hypothetic vertices: 542 / 2005 (27.032419%)
Subnet vertices: 1064 / 2005 (53.067332%)
Known subnet vertices: 522 / 1064 (49.060150%)

--- Subnet mappings ---
S1 = 23.216.5.128/31
S2 = 84.16.13.64/31
S3 = 94.142.99.52/31
S4 = 94.142.126.34/31
S5 = 176.52.248.28/31
S6 = 176.52.248.116/31
S7 = 176.52.250.200/30
S8 = 213.140.36.94/31
S9 = 176.52.248.124/31
S10 = 94.142.118.160/31
S11 = 176.52.248.122/31
S12 = 5.53.4.28/31
S13 = 176.52.248.26/31
S14 = 94.142.121.172/31
S15 = 84.16.13.186/31
S16 = 94.142.117.22/31
S17 = 94.142.121.10/31
S18 = 94.142.121.120/31
S19 = 176.52.248.94/31
S20 = 213.140.33.88/31
S21 = 94.142.127.4/30
S22 = 84.16.13.108/31
S23 = 94.142.118.238/31
S24 = 213.140.43.124/31
S25 = 5.53.3.20/31
S26 = 213.140.49.110/31
S27 = 94.142.117.238/31
S28 = 213.140.33.74/31
S29 = 5.53.4.110/31
S30 = 213.140.36.144/31
S31 = 176.52.248.232/31
S32 = 94.142.117.78/31
S33 = 5.53.7.66/31
S34 = 5.53.7.68/31
S35 = 5.53.7.70/31
S36 = 213.140.38.112/30
S37 = 176.52.248.170/31
S38 = 5.53.3.118/31
S39 = 81.173.104.144/29
S40 = 5.53.6.104/31
S41 = 94.142.109.64/31
S42 = 216.184.105.248/29
S43 = 5.53.3.2/31
S44 = 5.53.3.60/31
S45 = 5.53.3.136/31
S46 = 84.16.12.194/31
S47 = 5.53.3.212/31
S48 = 5.53.3.232/30
S49 = 5.53.4.30/31
S50 = 5.53.4.76/31
S51 = 5.53.4.112/31
S52 = 5.53.5.76/30
S53 = 5.53.5.94/32
S54 = 5.53.5.190/32
S55 = 5.53.5.210/31
S56 = 5.53.5.238/31
S57 = 5.53.5.240/31
S58 = 5.53.5.254/31
S59 = 5.53.6.108/31
S60 = 5.53.7.180/31
S61 = 84.16.12.94/31
S62 = 84.16.12.136/31
S63 = 84.16.12.142/31
S64 = 84.16.12.144/31
S65 = 84.16.12.216/31
S66 = 84.16.14.6/31
S67 = 84.16.15.180/31
S68 = 84.16.15.176/31
S69 = 84.16.15.178/31
S70 = 94.142.97.122/31
S71 = 94.142.97.156/31
S72 = 94.142.98.0/31
S73 = 94.142.98.16/31
S74 = 94.142.98.104/31
S75 = 94.142.98.106/31
S76 = 94.142.99.74/32
S77 = 94.142.99.98/31
S78 = 94.142.118.60/31
S79 = 94.142.118.186/31
S80 = 94.142.119.152/31
S81 = 94.142.123.184/30
S82 = 94.142.125.72/30
S83 = 94.142.125.220/30
S84 = 94.142.125.224/30
S85 = 94.142.126.188/31
S86 = 94.142.126.240/30
S87 = 94.142.127.240/30
S88 = 176.52.248.24/31
S89 = 176.52.248.96/32
S90 = 176.52.248.238/31
S91 = 176.52.251.44/30
S92 = 176.52.255.208/30
S93 = 213.140.33.52/31
S94 = 213.140.33.188/31
S95 = 213.140.33.230/31
S96 = 213.140.37.4/30
S97 = 213.140.43.254/31
S98 = 213.140.49.100/31
S99 = 213.140.49.116/30
S100 = 5.53.7.4/30
S101 = 176.52.250.112/30
S102 = 5.53.5.114/31
S103 = 5.53.5.148/31
S104 = 5.53.5.160/30
S105 = 94.142.98.96/31
S106 = 5.53.3.176/31
S107 = 94.142.117.230/31
S108 = 5.53.5.46/31
S109 = 94.142.98.14/31
S110 = 176.52.248.134/31
S111 = 176.52.248.108/31
S112 = 176.52.255.216/30
S113 = 94.142.98.196/31
S114 = 94.142.125.60/30
S115 = 5.53.3.154/32
S116 = 94.142.99.96/31
S117 = 94.142.124.116/30
S118 = 5.53.5.50/31
S119 = 176.52.254.128/30
S120 = 94.142.117.228/31
S121 = 5.53.5.242/31
S122 = 84.16.15.196/31
S123 = 94.142.98.192/31
S124 = 94.142.123.192/30
S125 = 213.140.35.78/31
S126 = 176.52.248.150/31
S127 = 5.53.3.148/32
S128 = 94.142.98.152/31
S129 = 213.140.35.0/31
S130 = 176.52.248.234/31
S131 = 94.142.98.108/31
S132 = 5.53.5.104/31
S133 = 176.52.248.78/31
S134 = 94.142.99.64/31
S135 = 5.53.3.190/31
S136 = 84.16.12.24/31
S137 = 94.142.116.84/31
S138 = 94.142.98.4/31
S139 = 94.142.126.164/30
S140 = 94.142.98.68/31
S141 = 213.140.33.60/31
S142 = 213.140.35.142/31
