--- About the graph ---
Total of vertices (all kinds): 2098
Hypothetic vertices: 584 / 2098 (27.836034%)
Subnet vertices: 1125 / 2098 (53.622498%)
Known subnet vertices: 541 / 1125 (48.088889%)

--- Subnet mappings ---
S1 = 84.16.13.64/31
S2 = 94.142.98.100/31
S3 = 94.142.126.34/31
S4 = 176.52.248.28/31
S5 = 176.52.248.124/31
S6 = 5.53.3.74/31
S7 = 5.53.4.28/31
S8 = 213.140.36.94/31
S9 = 176.52.248.122/31
S10 = 176.52.248.26/31
S11 = 94.142.121.172/31
S12 = 5.53.3.62/31
S13 = 5.53.3.144/31
S14 = 5.53.3.232/30
S15 = 5.53.4.112/31
S16 = 84.16.12.94/31
S17 = 84.16.12.144/31
S18 = 84.16.13.134/31
S19 = 84.16.15.144/31
S20 = 94.142.97.156/31
S21 = 94.142.98.104/31
S22 = 94.142.98.106/31
S23 = 94.142.117.68/31
S24 = 94.142.118.50/31
S25 = 94.142.118.70/31
S26 = 94.142.118.76/31
S27 = 94.142.118.78/31
S28 = 94.142.119.150/31
S29 = 94.142.125.224/30
S30 = 94.142.126.240/30
S31 = 94.142.127.18/31
S32 = 176.52.248.104/30
S33 = 176.52.248.120/31
S34 = 176.52.248.238/31
S35 = 213.140.33.50/31
S36 = 213.140.33.56/31
S37 = 213.140.33.60/31
S38 = 213.140.33.100/31
S39 = 213.140.33.176/31
S40 = 213.140.33.196/31
S41 = 213.140.49.100/31
S42 = 5.53.7.48/30
S43 = 94.142.98.82/31
S44 = 94.142.127.228/30
S45 = 176.52.250.112/30
S46 = 5.53.5.160/30
S47 = 94.142.97.160/31
S48 = 5.53.3.246/31
S49 = 94.142.98.192/31
S50 = 94.142.121.148/31
S51 = 5.53.4.10/31
S52 = 5.53.5.200/31
S53 = 94.142.124.206/31
S54 = 94.142.126.92/30
S55 = 213.140.38.64/30
S56 = 94.142.98.16/31
S57 = 213.140.43.254/31
S58 = 94.142.98.196/31
S59 = 176.52.248.134/31
S60 = 213.140.35.104/31
S61 = 94.142.97.120/31
S62 = 5.53.3.154/31
S63 = 176.52.248.108/31
S64 = 176.52.249.120/30
S65 = 94.142.97.136/30
S66 = 5.53.5.220/30
S67 = 213.140.43.8/30
S68 = 94.142.119.232/31
S69 = 94.142.117.228/31
S70 = 176.52.254.128/30
S71 = 94.142.123.192/30
S72 = 84.16.15.68/31
S73 = 94.142.117.230/31
S74 = 84.16.15.154/31
S75 = 176.52.248.150/31
S76 = 5.53.3.148/31
S77 = 94.142.98.152/31
S78 = 176.52.248.234/31
S79 = 94.142.98.108/31
S80 = 5.53.5.76/30
S81 = 190.98.141.0/31
S82 = 94.142.125.60/30
S83 = 84.16.12.24/31
S84 = 84.16.12.26/31
S85 = 5.53.3.0/31
S86 = 94.142.120.72/31
S87 = 5.53.4.100/31
S88 = 94.142.97.38/31
S89 = 94.142.126.164/30
S90 = 94.142.97.192/31
S91 = 213.140.35.142/31
S92 = 84.16.13.106/31
S93 = 5.53.7.66/31
S94 = 5.53.7.68/31
S95 = 5.53.7.70/31
S96 = 213.140.38.112/30
S97 = 176.52.248.170/31
S98 = 5.53.3.118/31
S99 = 81.173.104.144/29
S100 = 5.53.6.104/31
S101 = 94.142.109.64/31
S102 = 5.53.5.96/31
S103 = 5.53.5.176/31
S104 = 5.53.6.60/31
S105 = 5.53.7.154/31
S106 = 5.53.7.176/31
S107 = 94.142.97.242/31
S108 = 213.140.43.142/31
S109 = 190.98.140.64/27
S110 = 5.53.5.188/31
S111 = 84.16.12.140/31
S112 = 176.52.254.238/31
S113 = 176.52.252.168/31
S114 = 213.140.46.176/29
S115 = 5.53.3.54/31
S116 = 176.52.248.116/31
S117 = 5.53.5.98/31
S118 = 94.142.126.96/30
S119 = 94.142.98.216/31
S120 = 94.142.119.172/31
S121 = 94.142.97.164/31
S122 = 94.142.126.116/30
S123 = 94.142.119.156/31
S124 = 94.142.119.238/31
S125 = 5.53.6.170/31
S126 = 84.16.12.134/31
S127 = 94.142.119.242/31
S128 = 176.52.254.64/31
S129 = 190.98.141.34/31
S130 = 190.98.153.0/24
S131 = 84.16.12.138/31
S132 = 84.16.7.148/31
S133 = 5.53.6.166/31
S134 = 5.53.3.32/31
S135 = 94.142.125.96/30
S136 = 190.98.129.48/30
S137 = 190.98.129.120/29
S138 = 168.195.58.240/28
S139 = 5.53.6.88/30
S140 = 5.53.6.222/31
S141 = 213.140.41.22/31
S142 = 5.53.3.60/31
S143 = 5.53.3.136/31
S144 = 5.53.3.216/31
S145 = 5.53.4.54/31
S146 = 5.53.5.94/31
S147 = 5.53.5.108/31
S148 = 5.53.5.190/31
S149 = 5.53.5.242/31
S150 = 5.53.5.254/31
S151 = 5.53.6.108/31
S152 = 5.53.7.180/31
S153 = 84.16.12.136/31
S154 = 84.16.12.142/31
S155 = 84.16.13.20/31
S156 = 84.16.14.4/31
S157 = 84.16.14.230/31
S158 = 84.16.15.178/31
S159 = 94.142.97.122/31
S160 = 94.142.97.158/31
S161 = 94.142.97.246/31
S162 = 94.142.97.248/31
S163 = 94.142.99.74/31
S164 = 94.142.121.230/31
S165 = 94.142.121.232/31
S166 = 176.52.248.24/31
S167 = 176.52.255.208/30
S168 = 213.140.33.230/31
S169 = 94.142.98.154/31
S170 = 213.140.49.94/31
S171 = 176.52.255.68/31
S172 = 94.142.127.136/30
S173 = 94.142.98.68/31
S174 = 94.142.98.198/31
S175 = 190.98.144.128/25
S176 = 5.53.5.148/31
S177 = 5.53.4.134/31
S178 = 5.53.6.142/31
S179 = 213.140.36.52/30
S180 = 94.142.99.64/31
S181 = 176.52.248.78/31
S182 = 94.142.117.10/31
S183 = 94.142.98.10/31
S184 = 94.142.97.86/31
S185 = 5.53.5.240/31
S186 = 5.53.7.116/31
S187 = 5.53.3.164/31
S188 = 94.142.99.96/31
S189 = 176.52.250.204/30
S190 = 94.142.97.72/31
S191 = 94.142.127.66/31
S192 = 176.52.254.12/30
S193 = 5.255.146.194/31
S194 = 176.52.255.30/31
S195 = 84.16.12.6/31
S196 = 94.142.99.118/31
S197 = 94.142.124.220/30
S198 = 94.142.97.14/31
S199 = 94.142.97.84/31
S200 = 5.53.5.106/31
S201 = 94.142.126.20/30
S202 = 94.142.125.156/30
S203 = 94.142.97.244/31
S204 = 94.142.98.96/31
S205 = 84.16.8.24/30
S206 = 5.53.3.34/31
S207 = 5.53.6.172/31
S208 = 94.142.123.236/30
S209 = 94.142.125.104/30
S210 = 176.52.248.12/31
S211 = 176.52.250.136/30
S212 = 190.98.132.52/30
S213 = 213.140.35.30/31
S214 = 66.119.65.192/30
S215 = 66.119.65.204/31
S216 = 66.119.65.196/30
S217 = 66.119.64.232/29
S218 = 66.119.68.194/31
S219 = 66.119.68.200/31
S220 = 66.119.68.222/31
S221 = 66.119.65.56/30
S222 = 66.119.70.66/31
S223 = 66.119.71.16/30
S224 = 84.16.15.64/31
S225 = 5.53.5.118/31
S226 = 213.140.35.102/31
S227 = 5.53.4.176/31
S228 = 176.52.251.202/31
S229 = 5.53.3.52/31
S230 = 94.142.125.16/31
S231 = 94.142.99.48/31
S232 = 84.16.14.76/31
S233 = 84.16.14.78/31
S234 = 176.52.251.36/31
S235 = 5.53.3.202/31
S236 = 94.142.122.30/31
S237 = 176.52.249.36/31
S238 = 94.142.127.16/31
S239 = 84.16.13.148/31
S240 = 94.142.99.222/31
S241 = 94.142.99.250/32
S242 = 84.16.11.134/31
S243 = 66.201.160.192/30
S244 = 84.16.13.30/31
S245 = 94.142.97.4/31
S246 = 94.142.120.14/31
S247 = 176.52.254.4/30
S248 = 94.142.98.224/31
S249 = 176.52.255.28/31
S250 = 94.142.116.118/31
S251 = 84.16.12.2/31
S252 = 94.142.124.176/31
S253 = 213.140.36.128/30
S254 = 84.16.12.4/31
S255 = 94.142.124.178/31
S256 = 84.16.13.32/31
S257 = 84.16.14.0/31
S258 = 94.142.98.78/31
S259 = 94.142.97.58/31
S260 = 176.52.249.38/31
S261 = 94.142.116.116/31
S262 = 176.52.251.40/31
S263 = 84.16.14.228/31
