--- About the graph ---
Total of vertices (all kinds): 1282
Hypothetic vertices: 476 / 1282 (37.129485%)
Subnet vertices: 658 / 1282 (51.326053%)
Known subnet vertices: 182 / 658 (27.659574%)

--- Subnet mappings ---
S1 = 149.3.182.134/31
S2 = 149.3.183.128/29
S3 = 185.100.113.0/28
S4 = 185.70.202.128/31
S5 = 185.70.203.24/31
S6 = 185.70.203.26/31
S7 = 185.70.203.8/30
S8 = 195.22.192.110/31
S9 = 195.22.192.180/31
S10 = 195.22.192.190/31
S11 = 195.22.192.82/31
S12 = 195.22.193.20/30
S13 = 195.22.194.248/29
S14 = 195.22.195.24/30
S15 = 195.22.195.40/30
S16 = 195.22.195.64/29
S17 = 195.22.196.136/31
S18 = 195.22.196.138/31
S19 = 195.22.196.142/31
S20 = 195.22.196.32/27
S21 = 195.22.196.68/31
S22 = 195.22.196.84/31
S23 = 195.22.197.136/29
S24 = 195.22.197.152/31
S25 = 195.22.197.16/28
S26 = 195.22.197.244/31
S27 = 195.22.199.128/26
S28 = 195.22.199.64/29
S29 = 195.22.205.12/31
S30 = 195.22.206.34/31
S31 = 195.22.208.0/27
S32 = 195.22.208.116/31
S33 = 195.22.208.34/31
S34 = 195.22.208.72/30
S35 = 195.22.208.78/31
S36 = 195.22.209.216/29
S37 = 195.22.209.96/29
S38 = 195.22.210.106/31
S39 = 195.22.210.44/31
S40 = 195.22.210.46/31
S41 = 195.22.210.52/31
S42 = 195.22.210.54/31
S43 = 195.22.211.104/31
S44 = 195.22.211.120/31
S45 = 195.22.211.126/31
S46 = 195.22.211.208/31
S47 = 195.22.211.210/31
S48 = 195.22.211.36/30
S49 = 195.22.211.48/31
S50 = 195.22.211.98/31
S51 = 195.22.213.0/31
S52 = 195.22.213.12/31
S53 = 195.22.213.182/31
S54 = 195.22.213.216/31
S55 = 195.22.213.218/31
S56 = 195.22.213.60/30
S57 = 195.22.214.22/31
S58 = 195.22.214.4/30
S59 = 195.22.215.192/31
S60 = 195.22.215.194/31
S61 = 195.22.216.140/30
S62 = 195.22.216.144/30
S63 = 195.22.216.192/26
S64 = 195.22.216.28/30
S65 = 195.22.217.172/31
S66 = 195.22.217.18/31
S67 = 195.22.217.48/31
S68 = 195.22.218.192/27
S69 = 195.22.218.32/28
S70 = 195.22.218.48/28
S71 = 195.22.219.208/29
S72 = 195.22.219.62/31
S73 = 195.22.219.72/30
S74 = 195.22.220.0/27
S75 = 195.22.221.184/29
S76 = 195.22.221.40/29
S77 = 195.22.222.130/31
S78 = 195.22.222.16/29
S79 = 195.22.222.32/29
S80 = 195.22.222.56/29
S81 = 195.22.223.162/31
S82 = 200.123.201.128/25
