--- About the graph ---
Total of vertices (all kinds): 5528
Hypothetic vertices: 1006 / 5528 (18.198263%)
Subnet vertices: 2741 / 5528 (49.583936%)
Known subnet vertices: 1735 / 2741 (63.298066%)

--- Subnet mappings ---
S1 = 147.30.105.72/30
S2 = 147.30.116.0/22
S3 = 147.30.120.0/22
S4 = 178.88.117.176/30
S5 = 178.88.118.146/31
S6 = 178.88.152.148/32
S7 = 178.88.160.144/29
S8 = 178.88.160.36/30
S9 = 178.88.174.236/30
S10 = 178.88.184.112/28
S11 = 178.88.64.128/29
S12 = 178.88.70.244/30
S13 = 178.89.0.182/31
S14 = 178.89.0.24/30
S15 = 178.89.1.166/31
S16 = 178.89.106.236/31
S17 = 178.89.110.192/29
S18 = 178.89.110.206/31
S19 = 178.89.110.216/30
S20 = 178.89.184.202/31
S21 = 178.89.185.108/30
S22 = 178.89.188.244/30
S23 = 178.89.190.176/30
S24 = 178.89.191.104/29
S25 = 178.89.191.140/31
S26 = 178.89.191.76/30
S27 = 178.89.191.84/30
S28 = 178.89.233.196/30
S29 = 178.89.234.108/30
S30 = 178.89.234.128/29
S31 = 178.89.234.184/30
S32 = 178.89.236.0/22
S33 = 178.89.64.0/21
S34 = 178.89.7.150/31
S35 = 178.89.7.160/31
S36 = 178.89.7.162/31
S37 = 178.90.113.196/30
S38 = 178.90.114.104/30
S39 = 178.90.114.128/30
S40 = 178.90.114.132/30
S41 = 178.90.114.144/28
S42 = 178.90.114.172/30
S43 = 178.90.114.32/30
S44 = 178.90.115.128/30
S45 = 178.90.115.48/29
S46 = 178.90.115.60/30
S47 = 178.90.115.68/30
S48 = 178.90.136.16/31
S49 = 178.90.136.18/31
S50 = 178.90.136.2/31
S51 = 178.90.136.220/30
S52 = 178.90.137.112/30
S53 = 178.90.137.200/30
S54 = 178.90.137.72/29
S55 = 178.90.137.84/30
S56 = 178.90.137.92/30
S57 = 178.90.137.96/30
S58 = 178.90.175.176/29
S59 = 178.90.222.200/30
S60 = 178.90.222.208/29
S61 = 178.90.223.92/30
S62 = 178.90.56.122/31
S63 = 178.90.61.8/29
S64 = 178.91.121.112/30
S65 = 178.91.121.120/29
S66 = 178.91.121.144/30
S67 = 178.91.121.152/30
S68 = 178.91.121.156/30
S69 = 178.91.121.248/30
S70 = 178.91.121.60/30
S71 = 178.91.121.8/30
S72 = 178.91.134.252/30
S73 = 178.91.232.128/29
S74 = 178.91.29.144/28
S75 = 178.91.29.168/30
S76 = 178.91.29.224/29
S77 = 178.91.29.232/29
S78 = 178.91.29.48/29
S79 = 178.91.29.8/30
S80 = 178.91.30.200/30
S81 = 178.91.31.112/30
S82 = 178.91.31.12/30
S83 = 178.91.31.160/30
S84 = 178.91.31.168/31
S85 = 178.91.31.200/29
S86 = 178.91.31.36/30
S87 = 178.91.48.64/30
S88 = 178.91.48.68/30
S89 = 178.91.48.72/30
S90 = 178.91.94.208/30
S91 = 178.91.95.136/30
S92 = 178.91.96.160/28
S93 = 178.91.96.176/28
S94 = 178.91.96.192/29
S95 = 178.91.97.0/30
S96 = 178.91.97.128/30
S97 = 185.125.88.0/25
S98 = 2.132.248.128/30
S99 = 2.132.248.216/29
S100 = 2.132.248.8/29
S101 = 2.132.249.124/30
S102 = 2.132.249.224/29
S103 = 2.132.250.52/30
S104 = 2.132.255.0/25
S105 = 2.133.128.168/30
S106 = 2.133.129.128/30
S107 = 2.133.129.132/30
S108 = 2.133.131.128/30
S109 = 2.133.131.164/30
S110 = 2.133.152.0/21
S111 = 2.133.18.232/30
S112 = 2.133.66.168/29
S113 = 2.133.92.204/30
S114 = 2.133.92.8/30
S115 = 2.133.93.104/29
S116 = 2.133.93.224/30
S117 = 2.133.93.24/30
S118 = 2.133.93.8/30
S119 = 2.133.93.96/29
S120 = 2.133.95.240/30
S121 = 2.134.149.48/30
S122 = 2.134.149.56/29
S123 = 2.134.40.0/23
S124 = 2.134.42.0/24
S125 = 2.134.43.0/24
S126 = 2.134.88.0/23
S127 = 2.134.91.160/29
S128 = 2.134.91.200/29
S129 = 2.134.91.212/30
S130 = 2.134.91.216/30
S131 = 2.134.91.48/31
S132 = 2.134.91.52/31
S133 = 2.134.91.68/30
S134 = 2.135.116.0/22
S135 = 2.135.146.46/32
S136 = 2.135.146.48/28
S137 = 2.135.167.32/30
S138 = 2.135.185.224/30
S139 = 2.135.20.116/30
S140 = 2.135.20.20/30
S141 = 2.135.20.216/30
S142 = 2.135.20.24/31
S143 = 2.135.212.68/32
S144 = 2.135.215.182/31
S145 = 2.135.216.120/30
S146 = 2.135.216.128/30
S147 = 2.135.216.16/29
S148 = 2.135.216.192/28
S149 = 2.135.216.24/29
S150 = 2.135.216.44/30
S151 = 2.135.216.56/30
S152 = 2.135.216.96/30
S153 = 2.135.217.16/28
S154 = 2.135.217.168/29
S155 = 2.135.217.176/28
S156 = 2.135.217.192/27
S157 = 2.135.217.224/28
S158 = 2.135.217.44/30
S159 = 2.135.217.8/29
S160 = 2.135.217.96/28
S161 = 2.135.218.204/30
S162 = 2.135.218.212/30
S163 = 2.135.218.32/29
S164 = 2.135.218.96/30
S165 = 2.135.219.128/26
S166 = 2.135.219.208/29
S167 = 2.135.219.28/31
S168 = 2.135.219.68/30
S169 = 2.135.22.192/28
S170 = 2.135.220.144/29
S171 = 2.135.220.156/30
S172 = 2.135.220.72/29
S173 = 2.135.220.96/30
S174 = 2.135.221.0/28
S175 = 2.135.221.128/30
S176 = 2.135.221.36/30
S177 = 2.135.223.108/30
S178 = 2.135.223.164/30
S179 = 2.135.223.168/30
S180 = 2.135.23.192/30
S181 = 2.135.23.200/29
S182 = 2.135.236.196/30
S183 = 2.135.236.200/30
S184 = 2.135.236.212/30
S185 = 2.135.236.216/30
S186 = 2.135.237.128/26
S187 = 2.135.238.160/27
S188 = 2.135.239.208/29
S189 = 2.135.240.104/29
S190 = 2.135.240.148/31
S191 = 2.135.240.164/30
S192 = 2.135.240.180/30
S193 = 2.135.240.228/30
S194 = 2.135.240.92/30
S195 = 2.135.241.208/30
S196 = 2.135.241.212/30
S197 = 2.135.242.224/31
S198 = 2.135.242.28/30
S199 = 2.135.242.32/30
S200 = 2.135.242.40/29
S201 = 2.135.242.48/30
S202 = 2.135.242.76/31
S203 = 2.135.242.84/30
S204 = 2.135.243.244/30
S205 = 2.135.245.140/30
S206 = 2.135.246.12/31
S207 = 2.135.246.148/30
S208 = 2.135.246.152/30
S209 = 2.135.247.132/30
S210 = 2.135.247.176/30
S211 = 2.135.247.180/30
S212 = 2.135.247.188/31
S213 = 2.135.247.216/30
S214 = 2.135.247.32/28
S215 = 2.135.247.64/30
S216 = 2.135.51.32/27
S217 = 212.154.128.12/30
S218 = 212.154.128.192/26
