--- About the graph ---
Total of vertices (all kinds): 1836
Hypothetic vertices: 341 / 1836 (18.572985%)
Subnet vertices: 917 / 1836 (49.945534%)
Known subnet vertices: 576 / 917 (62.813522%)

--- Subnet mappings ---
S1 = 216.6.87.22/32
S2 = 63.243.236.4/31
S3 = 66.198.154.204/30
S4 = 66.198.155.102/31
S5 = 66.110.56.130/31
S6 = 66.198.154.128/30
S7 = 66.198.154.178/31
S8 = 66.198.154.24/31
S9 = 64.86.85.0/31
S10 = 66.198.154.69/32
S11 = 66.110.56.4/30
S12 = 64.86.134.0/29
S13 = 64.86.134.144/31
S14 = 64.86.252.57/32
S15 = 63.243.153.26/31
S16 = 5.23.6.0/28
S17 = 80.231.89.36/30
S18 = 195.219.134.74/31
S19 = 180.87.181.72/32
S20 = 120.29.211.2/32
S21 = 43.241.41.4/31
S22 = 64.86.79.4/31
S23 = 80.231.199.32/27
S24 = 80.231.199.146/31
S25 = 80.231.199.152/29
S26 = 80.231.229.8/31
S27 = 80.231.229.32/30
S28 = 80.231.229.120/29
S29 = 80.231.229.136/29
S30 = 80.231.199.150/31
S31 = 180.87.181.44/30
S32 = 120.29.217.10/31
S33 = 207.45.206.0/32
S34 = 80.231.199.132/30
S35 = 120.29.217.66/32
S36 = 180.87.155.10/31
S37 = 64.86.124.5/32
S38 = 207.45.206.94/31
S39 = 64.86.123.92/32
S40 = 64.86.123.192/30
S41 = 64.86.123.200/31
S42 = 64.86.123.228/30
S43 = 80.231.230.192/28
S44 = 120.29.217.22/31
S45 = 180.87.180.58/31
S46 = 180.87.32.2/32
S47 = 116.0.68.54/31
S48 = 180.87.95.18/31
S49 = 116.0.68.66/31
S50 = 180.87.77.16/30
S51 = 116.0.67.32/31
S52 = 116.0.91.16/28
S53 = 120.29.217.120/29
S54 = 180.87.95.38/31
S55 = 180.87.32.14/31
S56 = 180.87.154.28/30
S57 = 195.219.29.0/29
S58 = 195.219.29.8/31
S59 = 195.219.194.148/31
S60 = 80.231.50.8/29
S61 = 80.231.84.50/31
S62 = 195.219.194.32/31
S63 = 195.219.194.213/32
S64 = 195.219.194.219/32
S65 = 80.231.131.0/30
S66 = 195.219.194.6/31
S67 = 195.219.194.40/29
S68 = 80.231.131.46/31
S69 = 80.231.131.58/31
S70 = 80.231.131.82/31
S71 = 80.231.131.204/30
S72 = 195.219.142.56/31
S73 = 63.243.128.36/31
S74 = 80.231.131.118/31
S75 = 80.231.131.144/28
S76 = 63.243.128.14/31
S77 = 63.243.128.110/31
S78 = 63.243.128.160/31
S79 = 63.243.128.92/30
S80 = 63.243.128.29/32
S81 = 63.243.128.57/32
S82 = 64.86.228.24/30
S83 = 64.86.228.67/32
S84 = 216.6.33.32/31
S85 = 216.6.33.144/29
S86 = 63.243.205.13/32
S87 = 63.243.205.2/31
S88 = 63.243.205.129/32
S89 = 209.58.86.24/29
S90 = 209.58.86.184/29
S91 = 209.58.86.194/31
S92 = 209.58.93.0/28
S93 = 209.58.93.104/30
S94 = 63.243.251.0/31
S95 = 209.58.86.143/32
S96 = 63.243.250.14/31
S97 = 63.243.250.132/30
S98 = 63.243.251.16/30
S99 = 209.58.93.20/30
S100 = 64.86.21.12/30
S101 = 64.86.21.100/30
S102 = 64.86.21.192/27
S103 = 64.86.21.2/31
S104 = 63.243.172.48/30
S105 = 64.86.33.88/30
S106 = 64.86.232.192/31
S107 = 64.86.232.204/30
S108 = 66.198.127.0/31
S109 = 64.86.248.4/31
S110 = 64.86.248.32/28
S111 = 66.198.16.36/31
S112 = 80.231.62.152/30
S113 = 80.231.58.4/32
S114 = 63.243.216.22/32
S115 = 80.231.62.38/31
S116 = 80.231.58.38/31
S117 = 80.231.58.40/30
S118 = 195.219.39.0/28
S119 = 63.243.186.20/30
S120 = 66.110.96.4/31
S121 = 216.6.81.16/30
S122 = 216.6.81.29/32
S123 = 206.82.141.164/30
S124 = 64.86.79.0/31
S125 = 66.110.48.0/31
S126 = 63.243.129.10/31
S127 = 66.110.44.30/31
S128 = 66.110.44.39/32
S129 = 80.231.14.132/31
S130 = 80.231.138.40/30
S131 = 80.231.138.44/30
S132 = 80.231.138.13/32
S133 = 80.231.158.28/31
S134 = 80.231.138.4/31
S135 = 80.231.15.241/32
S136 = 195.219.129.12/31
S137 = 80.231.158.128/29
S138 = 80.231.158.6/31
S139 = 80.231.159.60/30
S140 = 80.231.159.84/30
S141 = 80.231.159.94/31
S142 = 80.231.159.128/30
S143 = 80.231.159.13/32
S144 = 80.231.0.24/30
S145 = 80.231.0.192/30
S146 = 80.231.13.235/32
S147 = 80.231.231.16/28
S148 = 195.219.32.210/31
S149 = 195.219.129.38/31
S150 = 195.219.5.8/31
S151 = 195.219.5.32/28
S152 = 64.86.226.56/31
S153 = 209.58.18.0/26
S154 = 216.6.90.16/28
S155 = 64.86.226.22/31
S156 = 64.86.243.128/26
S157 = 66.198.83.80/29
S158 = 80.231.163.0/30
S159 = 80.231.163.4/30
S160 = 216.6.114.0/24
S161 = 216.6.115.88/31
S162 = 64.86.226.34/31
S163 = 199.202.50.128/30
S164 = 206.82.135.72/30
S165 = 64.86.31.29/32
S166 = 64.86.31.27/32
S167 = 66.198.96.88/29
S168 = 64.86.245.0/30
S169 = 199.202.45.0/24
S170 = 216.6.90.64/27
S171 = 66.198.182.56/30
S172 = 209.58.75.146/31
S173 = 209.58.75.214/31
S174 = 209.58.75.220/30
S175 = 209.58.75.216/30
S176 = 66.198.182.32/30
S177 = 66.198.182.46/31
S178 = 64.86.62.28/30
S179 = 64.86.62.56/30
S180 = 66.110.40.34/31
S181 = 66.198.182.0/30
S182 = 209.58.75.180/30
S183 = 209.58.76.6/31
S184 = 64.86.62.32/29
S185 = 209.58.75.136/31
S186 = 66.198.183.40/31
S187 = 195.219.87.26/32
S188 = 195.219.87.28/32
S189 = 195.219.87.98/31
S190 = 195.219.87.105/32
S191 = 195.219.87.107/32
S192 = 195.219.87.120/29
S193 = 195.219.87.160/30
S194 = 195.219.87.30/31
S195 = 80.231.153.88/31
S196 = 195.219.87.2/31
S197 = 195.219.87.100/31
S198 = 195.219.87.94/31
S199 = 195.219.87.20/30
S200 = 80.231.153.234/31
S201 = 80.231.200.76/31
S202 = 195.219.87.16/30
S203 = 195.219.87.88/32
S204 = 80.231.153.21/32
S205 = 80.231.153.30/31
S206 = 80.231.153.84/30
S207 = 195.219.241.34/31
S208 = 195.219.241.40/30
S209 = 195.219.241.174/31
