--- About the graph ---
Total of vertices (all kinds): 1492
Hypothetic vertices: 237 / 1492 (15.884718%)
Subnet vertices: 740 / 1492 (49.597855%)
Known subnet vertices: 503 / 740 (67.972973%)

--- Subnet mappings ---
S1 = 134.159.48.0/28
S2 = 134.159.48.80/30
S3 = 134.159.48.88/30
S4 = 134.159.48.96/30
S5 = 134.159.48.240/29
S6 = 202.84.252.140/30
S7 = 134.159.48.64/30
S8 = 144.130.130.144/29
S9 = 134.159.95.52/31
S10 = 202.84.141.144/30
S11 = 202.84.178.68/30
S12 = 217.151.33.8/29
S13 = 202.84.178.12/30
S14 = 202.84.143.228/30
S15 = 202.84.178.52/30
S16 = 202.84.178.192/29
S17 = 202.84.137.204/30
S18 = 134.159.95.128/28
S19 = 134.159.95.192/30
S20 = 217.151.33.32/30
S21 = 217.151.33.124/30
S22 = 217.151.33.136/30
S23 = 217.151.33.148/30
S24 = 217.151.33.156/30
S25 = 217.151.33.188/30
S26 = 217.151.33.236/30
S27 = 217.151.34.36/30
S28 = 217.151.42.88/29
S29 = 217.151.33.216/30
S30 = 134.159.33.12/30
S31 = 202.47.212.84/30
S32 = 134.159.182.16/28
S33 = 210.57.201.32/29
S34 = 217.151.34.116/30
S35 = 217.151.42.16/28
S36 = 217.151.42.96/28
S37 = 134.159.95.172/30
S38 = 134.159.95.188/30
S39 = 134.159.95.204/30
S40 = 134.159.95.248/30
S41 = 217.151.33.64/30
S42 = 101.167.214.144/29
S43 = 134.159.67.32/27
S44 = 217.151.37.0/29
S45 = 202.84.204.168/30
S46 = 202.84.144.152/30
S47 = 202.84.204.48/28
S48 = 202.84.178.64/30
S49 = 202.84.178.24/29
S50 = 202.84.204.40/31
S51 = 202.84.204.44/30
S52 = 138.104.226.0/29
S53 = 202.84.253.84/30
S54 = 202.40.149.176/30
S55 = 134.159.20.182/31
S56 = 134.159.20.190/31
S57 = 134.159.20.206/31
S58 = 134.159.20.210/31
S59 = 134.159.20.218/31
S60 = 134.159.20.234/31
S61 = 134.159.20.246/31
S62 = 134.159.21.152/31
S63 = 134.159.21.168/31
S64 = 134.159.21.180/30
S65 = 134.159.21.192/31
S66 = 134.159.21.208/31
S67 = 134.159.21.216/31
S68 = 202.84.153.56/30
S69 = 202.84.156.56/30
S70 = 202.84.153.24/30
S71 = 202.84.153.52/30
S72 = 202.84.153.36/30
S73 = 202.84.140.224/30
S74 = 202.84.140.232/30
S75 = 202.84.137.228/30
S76 = 202.84.141.224/30
S77 = 202.40.148.104/30
S78 = 202.84.156.52/30
S79 = 202.84.143.196/30
S80 = 202.84.153.20/30
S81 = 202.84.137.232/30
S82 = 202.84.136.156/30
S83 = 42.99.131.64/28
S84 = 42.99.163.2/31
S85 = 61.8.41.36/30
S86 = 61.14.134.204/30
S87 = 61.14.134.216/31
S88 = 134.159.208.232/30
S89 = 134.159.208.236/30
S90 = 134.159.224.132/30
S91 = 202.127.77.16/31
S92 = 202.147.17.24/30
S93 = 202.147.18.96/28
S94 = 202.147.19.226/31
S95 = 203.192.137.96/30
S96 = 203.192.178.200/30
S97 = 61.14.134.158/31
S98 = 134.159.138.0/29
S99 = 42.99.139.68/30
S100 = 101.167.190.144/29
S101 = 42.99.163.34/31
S102 = 61.8.40.168/30
S103 = 61.8.56.24/31
S104 = 61.14.134.84/31
S105 = 61.14.134.120/31
S106 = 61.14.134.176/29
S107 = 202.147.17.12/30
S108 = 202.147.17.16/30
S109 = 202.147.17.192/29
S110 = 203.192.178.4/30
S111 = 210.57.81.92/30
S112 = 134.159.145.168/30
S113 = 134.159.145.84/30
S114 = 210.176.141.208/30
S115 = 61.14.178.72/30
S116 = 61.14.178.80/30
S117 = 61.14.134.226/31
