--- About the graph ---
Total of vertices (all kinds): 1153
Hypothetic vertices: 397 / 1153 (34.431917%)
Subnet vertices: 589 / 1153 (51.084128%)
Known subnet vertices: 192 / 589 (32.597623%)

--- Subnet mappings ---
S1 = 195.22.211.44/31
S2 = 195.22.211.46/31
S3 = 195.22.213.12/31
S4 = 195.22.213.14/31
S5 = 5.178.43.128/30
S6 = 5.178.43.156/30
S7 = 5.178.43.200/30
S8 = 5.178.43.204/30
S9 = 5.178.43.212/30
S10 = 5.178.43.224/29
S11 = 5.178.43.232/30
S12 = 5.178.46.20/31
S13 = 79.140.83.0/31
S14 = 79.140.83.2/31
S15 = 79.140.83.4/31
S16 = 79.140.83.6/31
S17 = 79.140.89.34/31
S18 = 79.140.89.64/31
S19 = 79.140.89.128/31
S20 = 79.140.90.6/31
S21 = 79.140.90.36/31
S22 = 79.140.90.128/31
S23 = 79.140.90.136/31
S24 = 79.140.90.138/31
S25 = 89.221.32.32/31
S26 = 89.221.32.116/31
S27 = 89.221.34.42/31
S28 = 89.221.35.0/30
S29 = 89.221.35.144/31
S30 = 89.221.37.0/31
S31 = 89.221.37.2/31
S32 = 89.221.37.144/30
S33 = 89.221.37.148/30
S34 = 89.221.39.4/31
S35 = 89.221.40.0/25
S36 = 89.221.41.64/28
S37 = 89.221.41.160/30
S38 = 89.221.41.184/30
S39 = 89.221.42.12/31
S40 = 89.221.43.24/30
S41 = 89.221.43.232/30
S42 = 93.186.128.224/29
S43 = 93.186.129.0/31
S44 = 93.186.129.72/30
S45 = 93.186.129.76/31
S46 = 93.186.129.88/31
S47 = 93.186.129.90/31
S48 = 93.186.129.94/31
S49 = 93.186.129.112/30
S50 = 93.186.129.154/31
S51 = 93.186.129.188/31
S52 = 93.186.129.190/31
S53 = 93.186.129.198/31
S54 = 93.186.129.222/31
S55 = 93.186.129.224/31
S56 = 93.186.132.152/29
S57 = 93.186.132.160/29
S58 = 93.186.132.176/30
S59 = 93.186.132.200/29
S60 = 93.186.132.224/29
S61 = 93.186.132.240/29
S62 = 93.186.133.96/31
S63 = 93.186.133.122/31
S64 = 149.3.183.128/29
S65 = 185.70.202.128/31
S66 = 195.22.192.82/31
S67 = 195.22.192.180/31
S68 = 195.22.194.248/29
S69 = 195.22.195.40/30
S70 = 195.22.195.48/30
S71 = 195.22.196.32/27
S72 = 195.22.196.68/31
S73 = 195.22.196.70/31
S74 = 195.22.196.136/31
S75 = 195.22.196.142/31
S76 = 195.22.197.0/27
S77 = 195.22.197.136/29
S78 = 195.22.199.0/29
S79 = 195.22.199.64/29
S80 = 195.22.199.120/29
S81 = 195.22.206.0/31
S82 = 195.22.206.34/31
S83 = 195.22.206.148/31
S84 = 195.22.208.0/27
S85 = 195.22.209.32/28
S86 = 195.22.209.96/28
S87 = 195.22.209.192/29
S88 = 195.22.209.206/31
S89 = 195.22.209.208/28
S90 = 195.22.210.44/31
S91 = 195.22.210.46/31
S92 = 195.22.210.52/31
S93 = 195.22.210.54/31
S94 = 195.22.210.106/31
S95 = 195.22.210.194/31
S96 = 195.22.211.52/30
S97 = 195.22.211.126/31
S98 = 195.22.211.192/29
S99 = 195.22.211.208/31
S100 = 195.22.211.210/31
S101 = 195.22.213.0/31
S102 = 195.22.213.60/30
S103 = 195.22.213.182/31
S104 = 195.22.213.232/31
S105 = 195.22.214.22/31
S106 = 195.22.214.64/31
S107 = 195.22.215.192/31
S108 = 195.22.215.194/31
S109 = 195.22.215.220/32
S110 = 195.22.216.28/30
S111 = 195.22.216.140/30
S112 = 195.22.216.144/30
S113 = 195.22.216.198/31
S114 = 195.22.216.232/29
S115 = 195.22.217.36/31
S116 = 195.22.217.172/31
S117 = 195.22.218.32/28
S118 = 195.22.218.48/28
S119 = 195.22.219.62/31
S120 = 195.22.219.64/28
S121 = 195.22.219.208/29
S122 = 195.22.221.40/29
S123 = 195.22.221.128/26
S124 = 195.22.222.16/29
S125 = 195.22.222.32/29
S126 = 195.22.222.44/30
S127 = 195.22.222.48/29
S128 = 195.22.222.56/29
S129 = 195.22.222.130/31
S130 = 195.22.223.162/31
S131 = 213.144.160.0/28
S132 = 213.144.168.2/31
S133 = 213.144.170.30/31
S134 = 213.144.175.28/31
S135 = 213.144.175.30/31
S136 = 213.144.176.50/31
S137 = 213.144.176.138/31
S138 = 213.144.176.150/31
S139 = 213.144.176.168/31
S140 = 213.144.176.202/31
S141 = 213.144.176.222/31
S142 = 213.144.177.0/28
S143 = 213.144.177.16/28
S144 = 213.144.177.166/31
S145 = 213.144.177.174/31
S146 = 213.144.177.184/31
S147 = 213.144.177.186/31
S148 = 213.144.177.216/31
S149 = 213.144.185.130/31
S150 = 213.144.185.132/31
S151 = 213.144.187.64/31
S152 = 195.22.211.212/31
S153 = 195.22.205.12/31
S154 = 195.22.192.190/31
S155 = 195.22.218.192/27
S156 = 93.186.129.20/31
S157 = 89.221.43.64/28
S158 = 93.186.132.72/31
S159 = 195.22.195.24/30
S160 = 185.70.203.56/29
S161 = 195.22.208.78/31
S162 = 89.221.41.180/30
S163 = 89.221.41.168/30
S164 = 195.22.216.200/31
S165 = 195.22.199.128/26
S166 = 93.186.129.118/31
S167 = 89.221.34.116/31
S168 = 195.22.214.128/28
S169 = 195.22.219.0/30
S170 = 195.22.197.152/31
S171 = 185.70.203.8/30
S172 = 195.22.214.4/30
S173 = 93.186.135.0/24
S174 = 93.186.128.144/31
S175 = 195.22.202.128/30
S176 = 79.140.80.0/24
S177 = 149.3.182.134/31
S178 = 93.186.137.128/25
S179 = 93.186.132.66/31
S180 = 200.123.201.128/25
S181 = 5.178.44.66/31
S182 = 213.144.160.28/30
S183 = 89.221.34.152/30
S184 = 89.221.41.4/31
S185 = 79.140.91.22/31
S186 = 195.22.193.20/30
S187 = 213.144.173.112/28
S188 = 149.3.181.78/31
S189 = 185.70.203.24/31
S190 = 185.70.203.26/31
S191 = 195.22.197.244/31
S192 = 195.22.221.208/28

--- Top (neighborhood) degrees ---
Degree 1: 119 neighborhoods
Degree 2: 271 neighborhoods
Degree 3: 86 neighborhoods
Degree 4: 58 neighborhoods
Degree 5: 39 neighborhoods
Degree 6: 19 neighborhoods
Degree 7: 20 neighborhoods
Degree 8: 18 neighborhoods
Degree 9: 12 neighborhoods
Degree 10: N233, N355, N447, N590, N605
Degree 11: 11 neighborhoods
Degree 12: N148, N194, N286, N297, N329, N519, N689, N695, N697, N739
Degree 13: N177, N188, N232, N335, N529, N602, N70, N721
Degree 14: N275, N331, N334, N358, N363, N690, N733
Degree 15: N1, N277, N287, N298, N306, N708, N731
Degree 16: N28
Degree 17: N310, N718
Degree 18: N269, N279, N295, N309, N688, N702, N736
Degree 19: N669
Degree 20: N433, N532, N715
Degree 21: N304, N315, N371
Degree 22: N314, N452, N724
Degree 23: N191, N722
Degree 24: N278
Degree 25: N416
Degree 26: N189, N27
