--- About the graph ---
Total of vertices (all kinds): 1791
Hypothetic vertices: 259 / 1791 (14.461195%)
Subnet vertices: 881 / 1791 (49.190396%)
Known subnet vertices: 622 / 881 (70.601589%)

--- Subnet mappings ---
S1 = 66.198.100.24/30
S2 = 64.86.141.0/26
S3 = 66.110.39.38/31
S4 = 80.231.9.233/32
S5 = 80.231.131.112/28
S6 = 88.201.29.104/30
S7 = 66.198.139.128/26
S8 = 64.86.9.104/30
S9 = 66.198.154.24/31
S10 = 66.110.72.28/31
S11 = 80.231.158.24/29
S12 = 120.29.211.2/31
S13 = 64.86.113.148/30
S14 = 66.198.116.96/29
S15 = 63.243.236.4/30
S16 = 66.198.154.128/30
S17 = 66.198.154.204/30
S18 = 66.198.155.16/29
S19 = 66.198.155.144/28
S20 = 66.198.155.192/30
S21 = 63.243.136.0/23
S22 = 80.231.245.6/31
S23 = 63.243.216.20/31
S24 = 63.243.250.52/30
S25 = 64.86.85.0/30
S26 = 66.198.154.124/30
S27 = 80.231.139.40/29
S28 = 120.29.217.66/31
S29 = 216.6.87.64/27
S30 = 180.87.67.32/30
S31 = 216.6.87.110/31
S32 = 116.0.74.6/31
S33 = 216.6.87.42/31
S34 = 180.87.12.45/32
S35 = 180.87.12.128/28
S36 = 180.87.67.28/30
S37 = 180.87.188.2/32
S38 = 209.58.82.28/30
S39 = 180.87.126.8/31
S40 = 180.87.3.128/31
S41 = 180.87.98.36/30
S42 = 120.29.222.24/30
S43 = 180.87.15.52/30
S44 = 180.87.15.96/27
S45 = 180.87.84.64/30
S46 = 180.87.72.4/30
S47 = 180.87.15.210/31
S48 = 180.87.96.20/30
S49 = 116.0.71.0/26
S50 = 180.87.84.80/30
S51 = 216.6.121.128/25
S52 = 180.87.72.28/30
S53 = 180.87.73.0/30
S54 = 216.6.91.64/30
S55 = 216.6.91.88/30
S56 = 216.6.91.92/30
S57 = 116.0.71.192/31
S58 = 180.87.136.16/28
S59 = 180.87.136.80/30
S60 = 180.87.136.84/30
S61 = 180.87.136.160/29
S62 = 180.87.136.190/31
S63 = 180.87.136.116/30
S64 = 180.87.130.80/31
S65 = 180.87.136.176/29
S66 = 66.198.168.128/28
S67 = 120.29.215.156/30
S68 = 180.87.98.60/30
S69 = 180.87.130.76/30
S70 = 180.87.130.96/30
S71 = 180.87.24.172/30
S72 = 180.87.87.38/31
S73 = 180.87.128.28/30
S74 = 180.87.130.84/30
S75 = 216.6.121.116/30
S76 = 120.29.214.62/31
S77 = 180.87.95.44/30
S78 = 180.87.95.112/29
S79 = 180.87.98.4/30
S80 = 180.87.172.2/31
S81 = 120.29.214.128/30
S82 = 180.87.98.8/30
S83 = 120.29.214.176/30
S84 = 180.87.98.68/30
S85 = 180.87.95.236/30
S86 = 120.29.214.100/31
S87 = 180.87.93.108/30
S88 = 180.87.93.246/31
S89 = 180.87.164.16/31
S90 = 180.87.164.56/31
S91 = 180.87.164.66/31
S92 = 180.87.99.196/30
S93 = 180.87.105.0/24
S94 = 180.87.108.128/25
S95 = 120.29.222.16/30
S96 = 180.87.95.12/31
