--- About the graph ---
Total of vertices (all kinds): 1312
Hypothetic vertices: 324 / 1312 (24.695122%)
Subnet vertices: 674 / 1312 (51.371951%)
Known subnet vertices: 350 / 674 (51.928783%)

--- Subnet mappings ---
S1 = 158.36.84.58/31
S2 = 193.156.92.84/30
S3 = 128.39.46.56/30
S4 = 128.39.46.222/31
S5 = 193.156.92.66/31
S6 = 128.39.70.216/31
S7 = 158.36.84.41/32
S8 = 158.39.1.16/30
S9 = 128.39.151.0/26
S10 = 128.39.47.126/31
S11 = 158.39.1.24/30
S12 = 158.39.1.28/30
S13 = 128.39.47.116/30
S14 = 158.37.2.104/30
S15 = 158.37.160.128/28
S16 = 128.39.47.186/31
S17 = 128.39.46.28/30
S18 = 158.37.1.92/30
S19 = 158.37.21.226/31
S20 = 158.37.160.144/30
S21 = 158.38.234.226/31
S22 = 128.39.46.94/31
S23 = 161.4.101.0/30
S24 = 129.177.166.0/30
S25 = 161.4.208.0/20
S26 = 158.39.1.100/30
S27 = 158.39.1.56/30
S28 = 158.38.0.114/31
S29 = 158.39.1.8/30
S30 = 129.177.1.152/30
S31 = 158.37.1.168/30
S32 = 158.37.2.16/30
S33 = 158.38.8.68/30
S34 = 158.37.104.0/21
S35 = 193.156.24.83/32
S36 = 193.156.24.64/31
S37 = 193.156.24.79/32
S38 = 128.39.47.238/31
S39 = 128.39.46.18/31
S40 = 128.39.70.170/31
S41 = 128.39.46.224/30
S42 = 158.36.153.192/27
S43 = 128.39.47.40/29
S44 = 128.39.47.120/30
S45 = 128.39.70.245/32
S46 = 128.39.46.64/31
S47 = 158.38.234.40/29
S48 = 128.39.47.32/31
S49 = 128.39.65.16/30
S50 = 128.39.3.120/29
S51 = 128.39.47.28/30
S52 = 128.39.70.32/30
S53 = 193.156.92.8/29
S54 = 128.39.37.0/30
S55 = 151.157.16.0/20
S56 = 193.156.92.44/30
S57 = 193.156.92.32/30
S58 = 158.36.19.120/30
S59 = 128.39.8.24/29
S60 = 128.39.12.128/27
S61 = 128.39.70.60/30
S62 = 128.39.46.240/31
S63 = 128.39.47.112/30
S64 = 128.39.46.12/30
S65 = 128.39.46.88/30
S66 = 128.39.46.216/30
S67 = 128.39.46.200/31
S68 = 158.39.2.200/31
S69 = 158.39.3.116/30
S70 = 158.39.2.192/29
S71 = 128.39.178.0/25
