--- About the graph ---
Total of vertices (all kinds): 1194
Hypothetic vertices: 231 / 1194 (19.346734%)
Subnet vertices: 589 / 1194 (49.329983%)
Known subnet vertices: 358 / 589 (60.780985%)

--- Subnet mappings ---
S1 = 128.39.46.124/30
S2 = 158.39.9.232/30
S3 = 158.39.9.236/30
S4 = 158.39.9.244/30
S5 = 128.39.47.16/30
S6 = 128.39.70.196/30
S7 = 128.39.46.222/31
S8 = 158.36.4.22/31
S9 = 158.36.84.56/30
S10 = 193.156.92.84/30
S11 = 128.39.70.216/31
S12 = 128.39.46.56/30
S13 = 193.156.92.64/30
S14 = 128.39.47.116/30
S15 = 158.37.2.104/30
S16 = 158.36.4.66/31
S17 = 158.37.160.128/30
S18 = 129.177.21.178/31
S19 = 129.177.1.152/31
S20 = 129.177.1.154/31
S21 = 128.39.46.248/30
S22 = 128.39.47.184/30
S23 = 128.39.70.160/31
S24 = 158.37.160.144/30
S25 = 158.38.234.226/31
S26 = 158.39.1.100/30
S27 = 128.39.47.202/31
S28 = 158.38.172.0/25
S29 = 158.38.0.112/30
S30 = 158.39.1.8/30
S31 = 158.37.96.0/20
S32 = 158.37.58.4/30
S33 = 129.177.1.126/31
S34 = 129.177.1.198/31
S35 = 129.177.13.0/24
S36 = 129.177.21.58/31
S37 = 129.177.196.0/28
S38 = 158.37.2.16/29
S39 = 158.38.8.64/28
S40 = 158.37.89.192/28
S41 = 157.249.196.26/31
S42 = 157.249.196.248/29
S43 = 157.249.196.16/31
S44 = 157.249.196.18/31
S45 = 157.249.196.20/31
S46 = 157.249.196.22/31
S47 = 157.249.196.100/31
S48 = 157.249.196.130/31
S49 = 157.249.196.32/31
S50 = 157.249.158.32/31
S51 = 157.249.196.34/31
S52 = 157.249.196.36/31
S53 = 157.249.196.38/31
S54 = 157.249.196.104/31
S55 = 157.249.196.132/31
S56 = 128.39.70.200/29
S57 = 128.39.46.16/30
S58 = 128.39.47.216/30
S59 = 128.39.47.236/30
S60 = 128.39.70.162/31
S61 = 158.36.4.34/31
S62 = 128.39.46.224/30
S63 = 128.39.47.40/30
S64 = 128.39.47.120/30
S65 = 128.39.70.244/31
S66 = 128.39.46.64/31
S67 = 158.39.1.56/30
S68 = 158.38.234.40/29
S69 = 128.39.46.246/31
S70 = 128.39.46.212/31
S71 = 128.39.47.92/31
S72 = 128.39.47.52/30
S73 = 158.39.1.32/30
S74 = 128.39.65.16/30
S75 = 128.39.47.32/31
S76 = 128.39.46.234/31
S77 = 128.39.47.166/31
S78 = 128.39.70.154/31
S79 = 128.39.103.46/31
S80 = 158.38.0.160/27
S81 = 158.38.4.0/26
S82 = 78.91.121.0/29
S83 = 158.38.0.220/30
S84 = 78.91.96.6/31
S85 = 78.91.96.14/31
