--- About the graph ---
Total of vertices (all kinds): 2005
Hypothetic vertices: 439 / 2005 (21.895262%)
Subnet vertices: 983 / 2005 (49.027431%)
Known subnet vertices: 544 / 983 (55.340793%)

--- Subnet mappings ---
S1 = 184.105.64.176/30
S2 = 184.104.193.12/30
S3 = 216.66.49.104/30
S4 = 72.52.92.100/30
S5 = 216.66.30.216/29
S6 = 184.104.194.248/30
S7 = 184.104.196.80/30
S8 = 184.105.64.88/30
S9 = 216.66.1.8/30
S10 = 216.66.1.24/29
S11 = 184.105.81.216/30
S12 = 184.105.223.164/30
S13 = 72.52.92.112/30
S14 = 72.52.92.164/30
S15 = 184.104.195.168/30
S16 = 184.104.193.172/30
S17 = 184.105.223.168/30
S18 = 184.104.195.20/30
S19 = 184.105.80.8/30
S20 = 65.19.138.160/29
S21 = 65.19.191.128/30
S22 = 72.52.92.56/30
S23 = 184.105.140.188/30
S24 = 216.218.134.80/30
S25 = 216.218.139.192/29
S26 = 72.52.92.244/30
S27 = 72.52.92.116/30
S28 = 72.52.92.156/30
S29 = 72.52.92.68/30
S30 = 184.105.213.160/30
S31 = 184.104.192.212/30
S32 = 64.62.142.156/30
S33 = 64.62.158.242/31
S34 = 64.62.181.112/28
S35 = 64.62.200.84/30
S36 = 64.62.208.176/28
S37 = 64.62.210.240/28
S38 = 64.62.214.118/31
S39 = 64.62.249.72/30
S40 = 64.71.128.100/30
S41 = 64.71.129.68/30
S42 = 64.71.135.34/31
S43 = 64.71.137.24/29
S44 = 64.71.148.228/30
S45 = 64.71.162.32/30
S46 = 64.71.180.64/27
S47 = 64.71.184.40/30
S48 = 65.19.131.16/29
S49 = 65.19.134.120/30
S50 = 65.19.143.136/30
S51 = 65.19.157.64/30
S52 = 65.49.22.212/30
S53 = 65.49.28.208/30
S54 = 65.49.35.32/30
S55 = 65.49.38.12/30
S56 = 66.160.143.116/30
S57 = 66.220.13.56/30
S58 = 72.52.80.200/29
S59 = 72.52.106.0/27
S60 = 184.104.196.28/30
S61 = 184.105.76.240/29
S62 = 184.105.79.104/30
S63 = 184.105.140.144/30
S64 = 184.105.140.240/30
S65 = 184.105.144.90/31
S66 = 184.105.149.160/30
S67 = 184.105.184.216/29
S68 = 216.218.147.148/30
S69 = 216.218.159.48/30
S70 = 216.218.159.64/29
S71 = 216.218.185.168/30
S72 = 216.218.207.192/29
S73 = 216.218.213.92/30
S74 = 216.218.214.192/30
S75 = 216.218.222.100/30
S76 = 216.218.226.56/30
S77 = 216.218.236.12/30
S78 = 216.218.224.4/30
S79 = 64.62.133.96/29
S80 = 65.49.70.32/30
S81 = 216.218.227.204/30
S82 = 216.218.224.0/30
S83 = 216.218.226.192/27
S84 = 64.62.245.0/30
S85 = 216.218.133.64/29
S86 = 66.220.3.0/30
S87 = 64.62.249.112/29
S88 = 216.218.195.72/30
S89 = 184.105.193.120/30
S90 = 216.252.162.140/30
S91 = 209.150.165.0/24
S92 = 209.150.167.248/30
S93 = 216.218.216.242/31
S94 = 64.71.133.246/31
S95 = 64.71.148.120/30
S96 = 66.160.133.136/30
S97 = 184.105.65.196/30
S98 = 216.218.132.32/30
S99 = 216.218.213.108/30
S100 = 216.218.196.184/30
S101 = 184.104.196.32/30
S102 = 65.49.28.184/29
S103 = 64.71.133.248/30
S104 = 64.71.153.68/30
S105 = 65.19.141.28/30
S106 = 184.104.194.96/30
S107 = 184.104.195.120/30
S108 = 209.51.163.248/30
S109 = 209.51.164.8/30
S110 = 216.66.2.92/30
S111 = 216.66.32.4/30
S112 = 216.66.32.52/30
S113 = 216.66.41.248/29
S114 = 184.105.80.200/30
S115 = 209.51.191.172/30
S116 = 184.105.80.160/30
S117 = 216.66.41.232/30
S118 = 65.19.191.136/30
S119 = 72.52.92.120/30
S120 = 64.71.137.168/30
S121 = 65.19.155.112/29
S122 = 184.104.192.232/30
S123 = 66.160.146.184/30
S124 = 64.71.191.56/29
S125 = 64.62.153.200/30
S126 = 64.62.166.208/30
S127 = 66.220.4.196/30
S128 = 184.104.193.232/30
S129 = 184.105.223.248/30
S130 = 64.62.168.0/28
S131 = 66.160.143.152/31
S132 = 184.105.198.16/29
S133 = 184.105.198.24/30
S134 = 184.105.198.88/30
S135 = 216.66.3.60/30
S136 = 216.66.24.140/30
S137 = 184.104.196.152/30
S138 = 184.105.213.24/30
S139 = 216.66.30.104/30
S140 = 184.105.213.184/30
S141 = 184.105.65.152/30
S142 = 184.105.223.232/30
S143 = 216.66.39.64/30
S144 = 184.105.80.20/30
S145 = 184.105.17.128/30
S146 = 184.105.25.228/30
S147 = 184.105.35.80/30
S148 = 184.105.45.224/30
S149 = 184.105.60.180/30
S150 = 184.105.92.10/31
S151 = 216.66.76.224/30
S152 = 184.105.81.172/30
S153 = 184.105.213.52/30
S154 = 184.105.253.240/30
S155 = 184.104.194.32/30
S156 = 184.104.196.168/30
S157 = 65.19.189.188/30
S158 = 66.160.133.154/32
S159 = 66.160.133.155/32
S160 = 66.160.172.96/30
S161 = 184.105.213.16/30
S162 = 64.62.214.80/28
S163 = 216.218.192.196/30
S164 = 64.71.177.192/30
S165 = 184.105.64.244/30
S166 = 216.66.73.172/30
S167 = 184.105.92.32/30
S168 = 66.207.161.0/30
S169 = 184.105.16.208/30
S170 = 184.105.81.236/30
S171 = 184.104.193.60/30
S172 = 184.104.193.120/30
S173 = 209.51.169.64/30
S174 = 216.66.24.84/30
S175 = 216.66.70.48/30
S176 = 216.66.27.68/30
S177 = 72.52.92.48/30
S178 = 184.105.45.228/30
S179 = 64.7.234.248/30
S180 = 64.7.234.252/30
S181 = 64.7.234.0/30
S182 = 64.7.234.40/30
S183 = 23.145.128.96/30
S184 = 23.145.128.100/30
S185 = 23.145.128.104/30
S186 = 23.145.128.128/30
S187 = 23.145.128.144/30
S188 = 64.7.234.8/30
S189 = 64.7.234.16/30
S190 = 64.7.234.24/30
S191 = 64.7.234.28/30
S192 = 23.145.128.16/29
S193 = 23.145.128.238/31
S194 = 64.7.237.0/25
S195 = 184.105.64.92/30
S196 = 209.51.167.128/28
S197 = 209.51.167.144/31
S198 = 216.66.0.128/28
S199 = 209.51.168.56/30
S200 = 216.66.50.116/30
S201 = 184.105.81.164/30
S202 = 184.105.213.88/30
S203 = 184.105.65.4/30
S204 = 184.104.195.176/30
S205 = 184.105.81.28/30
S206 = 184.104.193.112/30
S207 = 184.104.196.124/30
S208 = 184.105.213.248/30
S209 = 184.105.65.132/30
S210 = 72.52.92.204/30
S211 = 184.105.64.168/30
S212 = 184.105.222.128/30
S213 = 184.104.193.132/30
S214 = 72.52.92.128/30
S215 = 184.105.65.32/30
S216 = 72.52.92.16/30
S217 = 184.104.194.8/30
S218 = 184.104.193.16/30
S219 = 184.104.194.78/31
S220 = 184.105.222.80/30
S221 = 184.105.64.188/30
S222 = 184.105.64.184/30
S223 = 184.105.81.140/31
S224 = 74.82.51.112/30
S225 = 184.104.203.40/30
S226 = 216.66.88.180/30
S227 = 216.66.95.36/30
S228 = 184.105.81.92/30
S229 = 184.104.192.112/30
S230 = 184.104.196.4/30
S231 = 184.104.203.96/30
S232 = 184.105.222.148/30
S233 = 216.66.81.156/30
S234 = 184.104.192.132/30
S235 = 184.105.80.36/30
S236 = 72.52.92.212/30
S237 = 184.105.64.236/30
S238 = 184.104.195.108/30
S239 = 184.104.195.12/30
S240 = 72.52.92.84/30
S241 = 184.104.195.116/30
S242 = 184.104.204.44/30
S243 = 184.105.223.108/30
S244 = 216.66.93.136/30
S245 = 184.104.195.24/30
S246 = 184.104.196.8/30
S247 = 184.104.204.0/30
S248 = 216.66.90.100/30
S249 = 184.104.193.136/30
