--- About the graph ---
Total of vertices (all kinds): 1819
Hypothetic vertices: 497 / 1819 (27.322705%)
Subnet vertices: 955 / 1819 (52.501374%)
Known subnet vertices: 458 / 955 (47.958115%)

--- Subnet mappings ---
S1 = 23.216.5.128/25
S2 = 94.142.117.26/31
S3 = 5.53.3.82/31
S4 = 5.53.4.98/31
S5 = 5.53.4.164/31
S6 = 5.53.7.12/31
S7 = 94.142.117.18/31
S8 = 94.142.117.22/31
S9 = 94.142.118.112/31
S10 = 94.142.121.120/31
S11 = 176.52.248.84/31
S12 = 176.52.248.94/31
S13 = 176.52.248.98/31
S14 = 176.52.248.232/31
S15 = 213.140.33.198/31
S16 = 176.52.248.154/31
S17 = 84.16.13.96/27
S18 = 5.53.3.20/31
S19 = 213.140.49.110/31
S20 = 94.142.117.232/29
S21 = 94.142.118.238/31
S22 = 176.52.248.118/31
S23 = 5.53.4.154/31
S24 = 5.53.7.16/30
S25 = 5.53.4.110/31
S26 = 84.16.13.186/31
S27 = 213.140.36.144/31
S28 = 176.52.248.106/31
S29 = 213.140.36.94/31
S30 = 94.142.127.158/31
S31 = 94.142.117.78/31
S32 = 5.53.7.66/31
S33 = 5.53.7.68/31
S34 = 213.140.38.112/30
S35 = 176.52.248.170/31
S36 = 5.53.3.118/31
S37 = 5.53.6.104/31
S38 = 81.173.104.144/29
S39 = 216.184.105.248/29
S40 = 94.142.99.12/31
S41 = 213.140.51.234/31
S42 = 94.142.96.118/31
S43 = 94.142.126.100/31
S44 = 176.52.254.138/31
S45 = 84.16.13.16/31
S46 = 5.255.146.142/31
S47 = 5.255.146.156/31
S48 = 81.173.110.52/31
S49 = 94.142.96.98/31
S50 = 94.142.96.102/31
S51 = 94.142.96.106/31
S52 = 94.142.96.110/31
S53 = 94.142.96.124/31
S54 = 94.142.96.126/31
S55 = 94.142.96.168/31
S56 = 94.142.96.184/31
S57 = 94.142.109.0/31
S58 = 94.142.109.10/31
S59 = 94.142.109.14/31
S60 = 94.142.109.18/31
S61 = 94.142.109.22/31
S62 = 94.142.109.26/31
S63 = 94.142.109.30/31
S64 = 94.142.109.34/31
S65 = 94.142.109.38/31
S66 = 94.142.109.42/31
S67 = 94.142.109.46/31
S68 = 94.142.109.48/31
S69 = 94.142.109.74/31
S70 = 94.142.109.78/31
S71 = 94.142.109.84/31
S72 = 94.142.109.86/31
S73 = 94.142.109.90/31
S74 = 94.142.109.96/31
S75 = 94.142.109.100/31
S76 = 94.142.109.104/31
S77 = 94.142.109.114/31
S78 = 94.142.109.126/31
S79 = 5.53.4.14/31
S80 = 84.16.15.148/31
S81 = 213.140.43.76/31
S82 = 5.53.6.200/30
S83 = 94.142.98.216/31
S84 = 94.142.97.164/31
S85 = 94.142.126.116/30
S86 = 94.142.119.172/31
S87 = 94.142.119.126/31
S88 = 94.142.119.156/31
S89 = 94.142.119.238/31
S90 = 5.53.3.0/31
S91 = 5.53.3.60/31
S92 = 5.53.3.136/31
S93 = 5.53.3.144/31
S94 = 5.53.4.30/31
S95 = 5.53.5.94/31
S96 = 5.53.5.104/31
S97 = 5.53.5.108/31
S98 = 5.53.5.114/31
S99 = 5.53.5.190/31
S100 = 5.53.5.238/31
S101 = 5.53.5.240/31
S102 = 5.53.5.254/31
S103 = 5.53.6.46/31
S104 = 5.53.7.180/31
S105 = 84.16.12.142/31
S106 = 84.16.14.6/31
S107 = 84.16.14.230/31
S108 = 84.16.15.178/31
S109 = 94.142.97.122/31
S110 = 94.142.97.246/31
S111 = 94.142.97.248/31
S112 = 94.142.99.46/31
S113 = 94.142.99.74/31
S114 = 94.142.118.50/31
S115 = 94.142.121.230/31
S116 = 94.142.121.232/31
S117 = 94.142.123.104/31
S118 = 94.142.126.240/30
S119 = 176.52.248.24/31
S120 = 176.52.250.204/30
S121 = 176.52.255.208/30
S122 = 213.140.33.230/31
S123 = 213.140.38.94/31
S124 = 94.142.98.154/31
S125 = 5.53.5.148/31
S126 = 94.142.98.68/31
S127 = 84.16.15.160/31
S128 = 190.98.144.128/25
S129 = 176.52.255.216/30
S130 = 5.53.5.160/30
S131 = 5.53.3.154/31
S132 = 94.142.119.192/31
S133 = 5.53.3.148/31
S134 = 94.142.98.152/31
S135 = 176.52.248.78/31
S136 = 94.142.99.64/31
S137 = 94.142.117.10/31
S138 = 84.16.12.24/31
S139 = 84.16.12.26/31
S140 = 94.142.97.38/31
S141 = 94.142.97.156/31
S142 = 5.53.7.116/31
S143 = 84.16.12.195/32
S144 = 84.16.13.20/31
S145 = 94.142.99.96/31
S146 = 5.53.3.222/31
S147 = 5.53.5.96/31
S148 = 5.53.5.176/31
S149 = 5.53.7.154/31
S150 = 84.16.12.140/31
S151 = 94.142.97.242/31
S152 = 94.142.97.244/31
S153 = 213.140.43.142/31
S154 = 190.98.140.0/25
S155 = 5.53.7.176/31
S156 = 5.53.5.188/31
S157 = 5.53.6.60/31
S158 = 176.52.254.238/31
S159 = 94.142.97.212/31
S160 = 176.52.252.168/31
S161 = 213.140.46.176/29
S162 = 190.98.141.0/31
S163 = 66.201.170.64/26
S164 = 5.53.3.32/31
S165 = 5.53.6.170/31
S166 = 84.16.12.134/31
S167 = 94.142.125.96/30
S168 = 176.52.254.64/31
S169 = 190.98.141.34/31
S170 = 213.140.49.144/30
S171 = 190.98.153.0/24
S172 = 176.52.248.20/31
S173 = 84.16.7.148/31
S174 = 190.98.161.0/24
S175 = 5.53.6.88/30
S176 = 5.53.6.222/31
S177 = 213.140.41.22/31
S178 = 190.98.129.48/30
S179 = 190.98.129.104/29
S180 = 190.98.129.120/29
S181 = 5.53.3.34/31
S182 = 5.53.6.58/31
S183 = 5.53.6.168/31
S184 = 5.53.6.172/31
S185 = 94.142.123.236/30
S186 = 176.52.248.12/31
S187 = 176.52.248.22/31
S188 = 190.98.132.52/30
S189 = 84.16.12.138/31
S190 = 94.142.125.104/30
S191 = 168.195.58.240/28
S192 = 5.53.5.98/31
S193 = 84.16.12.128/31
S194 = 94.142.127.66/31
S195 = 176.52.254.12/30
S196 = 5.255.146.194/31
S197 = 5.53.7.148/31
S198 = 176.52.248.112/30
S199 = 5.53.7.208/31
S200 = 94.142.98.170/31
S201 = 94.142.97.12/31
S202 = 94.142.99.118/31
S203 = 176.52.248.208/30
S204 = 94.142.97.14/31
S205 = 84.16.12.2/31
S206 = 94.142.124.176/31
S207 = 94.142.127.168/30
S208 = 84.16.12.4/31
S209 = 84.16.12.90/31
S210 = 84.16.12.152/31
S211 = 84.16.13.30/31
S212 = 84.16.14.2/31
S213 = 94.142.97.4/31
S214 = 94.142.120.14/31
S215 = 176.52.254.4/30
S216 = 94.142.98.224/31
S217 = 176.52.255.28/31
S218 = 94.142.116.118/31
S219 = 94.142.124.178/31
S220 = 84.16.13.32/31
S221 = 94.142.98.78/31
S222 = 176.52.254.8/30
S223 = 94.142.97.58/31
S224 = 176.52.249.38/31
S225 = 94.142.116.116/31
S226 = 176.52.251.202/31
S227 = 5.53.3.52/31
S228 = 176.52.254.16/30
S229 = 176.52.255.30/31
S230 = 213.140.49.2/31
S231 = 5.53.3.56/31
S232 = 84.16.14.202/31
S233 = 84.16.14.228/31
S234 = 94.142.97.66/31
S235 = 94.142.98.146/31
S236 = 94.142.98.174/31
S237 = 94.142.125.156/30
S238 = 176.52.249.228/30
S239 = 5.53.3.74/31
S240 = 94.142.126.20/30
S241 = 94.142.97.162/31
S242 = 5.53.3.146/31
S243 = 94.142.97.72/31
S244 = 5.53.4.176/31
S245 = 84.16.14.174/31
S246 = 94.142.98.178/31
S247 = 94.142.97.192/31
S248 = 84.16.8.24/30
S249 = 94.142.97.140/31
S250 = 213.140.35.102/31
S251 = 94.142.99.182/31
S252 = 94.142.99.194/31
S253 = 84.16.12.216/32
S254 = 94.142.98.172/31
S255 = 94.142.99.192/31
S256 = 94.142.99.88/31
S257 = 94.142.121.20/31
S258 = 84.16.12.28/31
S259 = 84.16.10.88/31
S260 = 190.98.128.0/27
S261 = 190.98.128.64/27
S262 = 190.98.128.128/28
S263 = 190.98.128.176/28
S264 = 190.98.128.208/28
S265 = 94.142.99.108/31
S266 = 5.53.5.106/31
S267 = 84.16.12.86/31
S268 = 94.142.119.92/31
S269 = 176.52.251.38/31
S270 = 5.53.6.68/31
S271 = 94.142.118.228/31
S272 = 5.53.3.54/31
S273 = 176.52.255.64/31
S274 = 84.16.15.64/31
S275 = 176.52.255.70/31
S276 = 84.16.15.68/31
S277 = 84.16.15.152/31
S278 = 94.142.125.60/30
S279 = 84.16.13.134/31
S280 = 5.53.7.222/31
S281 = 176.52.254.32/30
S282 = 94.142.125.18/31
S283 = 176.52.253.84/31
S284 = 213.140.35.126/31
S285 = 213.140.37.64/30
S286 = 84.16.14.78/31
S287 = 94.142.127.16/31
S288 = 5.53.5.40/31
S289 = 94.142.127.152/30
S290 = 176.52.255.220/30
S291 = 84.16.14.76/31
S292 = 5.53.3.202/31
S293 = 94.142.97.64/31
S294 = 94.142.118.220/31
S295 = 5.53.3.164/31
S296 = 94.142.99.222/31
S297 = 94.142.99.250/31
S298 = 84.16.11.134/31
S299 = 66.201.160.192/30
S300 = 5.53.6.44/31
S301 = 84.16.14.200/31
S302 = 94.142.125.160/30
S303 = 176.52.249.240/30
S304 = 94.142.99.140/31
S305 = 94.142.98.98/31
S306 = 94.142.120.138/31
S307 = 94.142.125.120/31
S308 = 176.52.249.44/31
S309 = 176.52.254.44/30
S310 = 176.52.254.48/30
S311 = 213.140.38.4/31
S312 = 213.140.35.28/31
S313 = 5.53.6.144/30
S314 = 213.140.35.204/31
S315 = 5.53.6.148/30
S316 = 5.53.3.188/31
S317 = 176.52.248.96/31
S318 = 5.255.146.136/31
S319 = 94.142.96.2/31
S320 = 94.142.98.2/31
S321 = 94.142.98.10/31
S322 = 94.142.118.62/31
S323 = 94.142.125.220/30
S324 = 94.142.126.124/30
S325 = 94.142.127.96/30
S326 = 213.140.36.202/31
S327 = 213.140.37.212/31
S328 = 84.16.15.66/31
S329 = 84.16.15.154/31
S330 = 94.142.98.12/31
S331 = 94.142.127.244/30
S332 = 84.16.13.136/31
S333 = 176.52.248.176/31
S334 = 94.142.96.4/31
S335 = 5.53.3.214/31
S336 = 5.53.6.186/31
S337 = 176.52.254.128/30
S338 = 94.142.119.234/31
S339 = 94.142.125.252/30
S340 = 213.140.49.100/31
S341 = 5.53.4.10/31
S342 = 5.53.5.202/31
S343 = 94.142.126.92/30
S344 = 94.142.97.136/31
S345 = 5.53.5.200/31
S346 = 84.16.13.138/31
S347 = 94.142.118.106/31
S348 = 5.53.7.104/30
S349 = 213.140.49.232/30
S350 = 94.142.97.120/31
S351 = 94.142.124.206/31
S352 = 94.142.127.136/30
S353 = 94.142.127.228/30
S354 = 213.140.38.64/30
S355 = 213.140.38.88/30
S356 = 94.142.127.232/30
S357 = 94.142.121.148/31
S358 = 94.142.125.224/30
S359 = 94.142.98.156/31
S360 = 84.16.13.62/31
S361 = 94.142.126.32/31
S362 = 5.53.5.64/29
S363 = 94.142.120.20/31
S364 = 5.255.146.210/31
S365 = 94.142.96.8/31
S366 = 94.142.96.12/31
S367 = 94.142.96.14/31
S368 = 94.142.96.16/31
S369 = 94.142.96.20/31
S370 = 94.142.96.22/31
S371 = 94.142.96.26/31
S372 = 94.142.96.28/31
S373 = 94.142.96.30/31
S374 = 94.142.96.32/31
S375 = 94.142.96.34/31
S376 = 94.142.96.36/31
S377 = 94.142.96.38/31
S378 = 94.142.96.40/31
S379 = 94.142.96.42/31
S380 = 94.142.96.46/31
S381 = 94.142.96.48/31
S382 = 94.142.96.52/31
S383 = 94.142.96.54/31
S384 = 94.142.96.56/31
S385 = 94.142.96.58/31
S386 = 94.142.96.60/31
S387 = 94.142.96.62/31
