--- About the graph ---
Total of vertices (all kinds): 1920
Hypothetic vertices: 499 / 1920 (25.989583%)
Subnet vertices: 1021 / 1920 (53.177083%)
Known subnet vertices: 522 / 1021 (51.126347%)

--- Subnet mappings ---
S1 = 23.216.5.128/31
S2 = 84.16.13.64/31
S3 = 94.142.99.52/31
S4 = 94.142.126.34/31
S5 = 176.52.248.28/31
S6 = 176.52.250.200/30
S7 = 213.140.36.94/31
S8 = 5.53.4.28/31
S9 = 176.52.248.122/31
S10 = 176.52.248.124/31
S11 = 94.142.118.238/31
S12 = 176.52.248.26/31
S13 = 94.142.121.172/31
S14 = 5.53.4.110/31
S15 = 5.53.7.12/31
S16 = 84.16.13.186/31
S17 = 94.142.118.112/31
S18 = 176.52.248.96/30
S19 = 213.140.36.144/31
S20 = 213.140.49.110/31
S21 = 176.52.248.154/31
S22 = 94.142.125.108/32
S23 = 5.53.4.20/31
S24 = 84.16.13.108/31
S25 = 5.53.3.20/31
S26 = 176.52.248.110/31
S27 = 213.140.33.80/31
S28 = 213.140.33.74/31
S29 = 94.142.117.78/31
S30 = 5.53.7.66/31
S31 = 5.53.7.70/31
S32 = 176.52.248.48/31
S33 = 176.52.248.50/31
S34 = 213.140.38.112/30
S35 = 5.53.7.68/31
S36 = 176.52.248.170/31
S37 = 5.53.3.118/31
S38 = 81.173.104.144/29
S39 = 5.53.6.104/31
S40 = 94.142.109.64/31
S41 = 94.142.97.126/31
S42 = 94.142.103.236/30
S43 = 5.53.3.54/31
S44 = 5.53.3.56/31
S45 = 5.53.4.176/31
S46 = 5.53.5.106/31
S47 = 84.16.12.86/31
S48 = 84.16.14.174/31
S49 = 94.142.97.82/31
S50 = 94.142.97.146/31
S51 = 94.142.98.174/31
S52 = 94.142.119.92/31
S53 = 176.52.251.38/31
S54 = 5.53.6.68/31
S55 = 5.53.5.98/31
S56 = 94.142.97.72/31
S57 = 5.53.3.154/31
S58 = 94.142.98.178/31
S59 = 84.16.14.228/31
S60 = 94.142.126.20/30
S61 = 94.142.118.228/31
S62 = 84.16.14.202/31
S63 = 5.53.3.146/31
S64 = 94.142.97.144/31
S65 = 94.142.125.156/30
S66 = 5.53.3.32/31
S67 = 5.53.6.170/31
S68 = 84.16.12.134/31
S69 = 94.142.119.242/31
S70 = 176.52.254.64/31
S71 = 190.98.141.34/31
S72 = 213.140.35.36/31
S73 = 213.140.49.144/30
S74 = 190.98.153.0/24
S75 = 84.16.7.148/31
S76 = 5.53.6.166/31
S77 = 190.98.129.48/30
S78 = 190.98.129.104/29
S79 = 190.98.129.120/29
S80 = 190.98.129.0/29
S81 = 168.195.58.248/29
S82 = 5.53.5.96/31
S83 = 5.53.5.176/31
S84 = 5.53.6.60/31
S85 = 5.53.6.152/31
S86 = 5.53.7.154/31
S87 = 213.140.43.142/31
S88 = 190.98.140.0/24
S89 = 5.53.3.0/31
S90 = 5.53.3.222/31
S91 = 5.53.5.188/31
S92 = 5.53.7.176/31
S93 = 84.16.12.140/31
S94 = 176.52.254.238/31
S95 = 5.53.3.60/31
S96 = 5.53.3.104/31
S97 = 5.53.3.144/31
S98 = 94.142.99.40/31
S99 = 5.53.3.190/31
S100 = 5.53.4.30/31
S101 = 5.53.5.94/31
S102 = 5.53.5.104/31
S103 = 5.53.5.108/31
S104 = 5.53.5.148/31
S105 = 5.53.5.190/31
S106 = 5.53.5.240/31
S107 = 5.53.5.242/31
S108 = 5.53.5.254/31
S109 = 5.53.6.108/31
S110 = 5.53.7.180/31
S111 = 84.16.12.142/31
S112 = 84.16.12.216/31
S113 = 84.16.13.134/31
S114 = 84.16.14.230/31
S115 = 84.16.15.176/31
S116 = 84.16.15.180/31
S117 = 94.142.97.122/31
S118 = 94.142.97.156/31
S119 = 94.142.97.158/31
S120 = 94.142.98.0/31
S121 = 94.142.98.6/31
S122 = 94.142.98.8/31
S123 = 94.142.98.16/31
S124 = 94.142.99.74/31
S125 = 94.142.99.104/31
S126 = 94.142.118.50/31
S127 = 94.142.118.60/31
S128 = 94.142.125.60/30
S129 = 94.142.127.240/30
S130 = 176.52.249.108/30
S131 = 176.52.251.44/30
S132 = 213.140.33.108/31
S133 = 213.140.33.230/31
S134 = 213.140.36.52/30
S135 = 5.53.5.46/31
S136 = 5.53.5.160/30
S137 = 94.142.98.97/32
S138 = 94.142.98.68/31
S139 = 94.142.118.90/31
S140 = 5.53.5.220/30
S141 = 176.52.255.216/30
S142 = 176.52.249.116/30
