--- About the graph ---
Total of vertices (all kinds): 1544
Hypothetic vertices: 630 / 1544 (40.803109%)
Subnet vertices: 796 / 1544 (51.554404%)
Known subnet vertices: 166 / 796 (20.854271%)

--- Subnet mappings ---
S1 = 149.3.181.72/29
S2 = 149.3.182.134/32
S3 = 149.3.183.128/29
S4 = 185.70.202.128/32
S5 = 185.70.202.130/32
S6 = 185.70.203.24/31
S7 = 185.70.203.26/31
S8 = 185.70.203.56/29
S9 = 185.70.203.64/30
S10 = 195.22.192.110/31
S11 = 195.22.192.181/32
S12 = 195.22.192.191/32
S13 = 195.22.193.20/31
S14 = 195.22.194.248/29
S15 = 195.22.195.24/31
S16 = 195.22.195.40/30
S17 = 195.22.195.48/28
S18 = 195.22.195.69/32
S19 = 195.22.196.136/29
S20 = 195.22.196.213/32
S21 = 195.22.196.48/28
S22 = 195.22.196.64/29
S23 = 195.22.197.140/30
S24 = 195.22.197.152/31
S25 = 195.22.197.154/31
S26 = 195.22.197.16/28
S27 = 195.22.197.245/32
S28 = 195.22.199.112/28
S29 = 195.22.199.160/27
S30 = 195.22.202.128/30
S31 = 195.22.205.13/32
S32 = 195.22.205.38/31
S33 = 195.22.205.77/32
S34 = 195.22.206.0/32
S35 = 195.22.206.148/32
S36 = 195.22.208.20/30
S37 = 195.22.208.78/31
S38 = 195.22.209.208/28
S39 = 195.22.209.32/28
S40 = 195.22.210.106/31
S41 = 195.22.210.54/31
S42 = 195.22.211.127/32
S43 = 195.22.211.192/29
S44 = 195.22.211.207/32
S45 = 195.22.211.209/32
S46 = 195.22.211.213/32
S47 = 195.22.211.218/31
S48 = 195.22.211.38/31
S49 = 195.22.211.52/30
S50 = 195.22.213.1/32
S51 = 195.22.213.182/31
S52 = 195.22.213.233/32
S53 = 195.22.213.62/31
S54 = 195.22.214.128/28
S55 = 195.22.214.22/31
S56 = 195.22.214.4/30
S57 = 195.22.215.192/32
S58 = 195.22.215.194/32
S59 = 195.22.216.140/30
S60 = 195.22.216.144/30
S61 = 195.22.216.199/32
S62 = 195.22.216.232/29
S63 = 195.22.217.172/31
S64 = 195.22.217.36/32
S65 = 195.22.218.192/27
S66 = 195.22.218.32/28
S67 = 195.22.219.0/30
S68 = 195.22.219.32/27
S69 = 195.22.220.192/26
S70 = 195.22.220.8/29
S71 = 195.22.221.128/26
S72 = 195.22.221.208/29
S73 = 195.22.221.32/28
S74 = 195.22.222.130/32
S75 = 195.22.222.32/30
S76 = 195.22.222.44/31
S77 = 195.22.222.48/29
S78 = 195.22.222.56/29
S79 = 195.22.223.162/32
S80 = 200.123.201.204/30
S81 = 200.123.201.246/31
S82 = 213.144.160.0/27
S83 = 213.144.168.2/31
S84 = 213.144.170.0/32
S85 = 213.144.173.116/30
S86 = 213.144.175.28/32
S87 = 213.144.176.158/31
S88 = 213.144.176.168/31
S89 = 213.144.176.213/32
S90 = 213.144.177.0/28
S91 = 213.144.177.16/28
S92 = 213.144.177.168/32
S93 = 213.144.177.174/32
S94 = 213.144.177.184/32
S95 = 213.144.177.200/32
S96 = 213.144.177.216/32
S97 = 213.144.177.228/32
S98 = 213.144.183.47/32
S99 = 213.144.183.62/31
S100 = 213.144.185.129/32
S101 = 213.144.185.131/32
S102 = 213.144.185.132/32
S103 = 213.144.187.64/31
S104 = 5.178.43.128/30
S105 = 5.178.43.224/29
S106 = 5.178.44.66/31
S107 = 5.178.46.18/32
S108 = 79.140.80.142/32
S109 = 79.140.80.148/31
S110 = 79.140.80.160/29
S111 = 79.140.83.2/32
S112 = 79.140.83.4/32
S113 = 79.140.83.6/32
S114 = 79.140.89.128/32
S115 = 79.140.89.34/32
S116 = 79.140.90.0/32
S117 = 79.140.90.128/32
S118 = 79.140.90.136/32
S119 = 79.140.90.138/32
S120 = 79.140.90.6/32
S121 = 79.140.91.22/31
S122 = 89.221.32.117/32
S123 = 89.221.32.136/31
S124 = 89.221.32.33/32
S125 = 89.221.34.117/32
S126 = 89.221.34.152/30
S127 = 89.221.35.2/31
S128 = 89.221.37.0/29
S129 = 89.221.37.146/31
S130 = 89.221.40.0/30
S131 = 89.221.41.160/29
S132 = 89.221.41.184/29
S133 = 89.221.41.216/29
S134 = 89.221.41.64/28
S135 = 89.221.42.12/32
S136 = 89.221.43.106/31
S137 = 89.221.43.194/32
S138 = 89.221.43.232/30
S139 = 89.221.43.24/30
S140 = 89.221.43.72/29
S141 = 89.221.43.8/29
S142 = 93.186.128.145/32
S143 = 93.186.128.224/29
S144 = 93.186.129.0/29
S145 = 93.186.129.112/30
S146 = 93.186.129.118/31
S147 = 93.186.129.121/32
S148 = 93.186.129.154/31
S149 = 93.186.129.188/31
S150 = 93.186.129.198/32
S151 = 93.186.129.20/31
S152 = 93.186.129.72/29
S153 = 93.186.129.94/31
S154 = 93.186.132.140/30
S155 = 93.186.132.152/29
S156 = 93.186.132.160/29
S157 = 93.186.132.178/31
S158 = 93.186.132.200/29
S159 = 93.186.132.224/30
S160 = 93.186.132.240/29
S161 = 93.186.132.66/31
S162 = 93.186.132.72/32
S163 = 93.186.133.123/32
S164 = 93.186.133.96/31
S165 = 93.186.135.144/29
S166 = 93.186.137.212/30

--- Degree analysis ---
New figure saved in AS6762_15-01-2020_bip_degree_CDFs.pdf
New figure saved in AS6762_15-01-2020_bip_top_local_density.pdf
Maximum top (neighborhood) degree: 6295
Maximum bottom (subnet) degree: 6295

--- Base cycles ---
New figure saved in AS6762_15-01-2020_bip_cycles.pdf
N205, S1, N347, T8
N205, S2, N347, T8
N205, S3, N853, S128, N347, T8
N205, T7, N342, T35, N347, T8
N347, S121, N806, S153, N892, S137
N347, S121, N882, S153, N892, S137
N347, S2, N907, S162, N903, S143
N903, S161, N907, S162
