--- About the graph ---
Total of vertices (all kinds): 1834
Hypothetic vertices: 507 / 1834 (27.644493%)
Subnet vertices: 962 / 1834 (52.453653%)
Known subnet vertices: 455 / 962 (47.297297%)

--- Subnet mappings ---
S1 = 5.53.5.52/32
S2 = 84.16.14.36/32
S3 = 94.142.120.34/31
S4 = 94.142.126.14/31
S5 = 213.140.35.124/30
S6 = 94.142.98.3/32
S7 = 94.142.98.42/31
S8 = 5.53.4.106/32
S9 = 94.142.97.166/31
S10 = 94.142.98.189/32
S11 = 94.142.125.32/30
S12 = 176.52.251.54/31
S13 = 94.142.125.46/31
S14 = 213.140.36.64/30
S15 = 94.142.99.252/31
S16 = 94.142.99.134/32
S17 = 5.53.4.130/32
S18 = 94.142.97.168/31
S19 = 213.140.36.36/30
S20 = 94.142.98.32/30
S21 = 94.142.125.54/31
S22 = 94.142.98.212/31
S23 = 5.53.4.56/29
S24 = 84.16.12.90/31
S25 = 84.16.12.152/31
S26 = 84.16.13.136/31
S27 = 84.16.15.66/32
S28 = 94.142.117.46/31
S29 = 94.142.124.72/31
S30 = 94.142.127.62/31
S31 = 94.142.117.206/31
S32 = 5.53.6.144/29
S33 = 84.16.12.129/32
S34 = 5.53.3.234/31
S35 = 5.53.4.40/31
S36 = 5.53.4.42/31
S37 = 5.53.4.112/31
S38 = 5.53.5.76/30
S39 = 84.16.12.94/31
S40 = 84.16.13.152/31
S41 = 176.52.248.90/31
S42 = 176.52.248.92/31
S43 = 176.52.248.96/32
S44 = 176.52.248.132/31
S45 = 176.52.248.238/31
S46 = 176.52.248.240/31
S47 = 176.52.248.242/31
S48 = 176.52.250.220/30
S49 = 213.140.33.52/31
S50 = 213.140.35.78/31
S51 = 213.140.35.128/31
S52 = 213.140.36.72/30
S53 = 213.140.36.188/31
S54 = 94.142.118.238/31
S55 = 176.52.250.112/30
S56 = 5.53.7.32/30
S57 = 213.140.33.90/31
S58 = 94.142.119.18/31
S59 = 5.53.4.44/31
S60 = 84.16.13.114/31
S61 = 176.52.248.140/32
S62 = 176.52.248.124/31
S63 = 176.52.248.116/32
S64 = 176.52.250.208/31
S65 = 176.52.248.136/31
S66 = 84.16.12.144/31
S67 = 94.142.98.106/31
S68 = 5.53.3.188/31
S69 = 84.16.13.108/31
S70 = 213.140.49.110/31
S71 = 213.140.51.232/31
S72 = 216.184.105.248/29
S73 = 94.142.96.2/31
S74 = 5.53.7.68/31
S75 = 5.53.7.66/31
S76 = 176.52.248.170/31
S77 = 176.52.248.168/31
S78 = 176.52.248.200/31
S79 = 5.53.3.118/31
S80 = 81.173.104.144/29
S81 = 5.53.6.104/31
S82 = 94.142.109.64/31
S83 = 5.53.3.254/31
S84 = 213.140.40.240/28
S85 = 5.53.7.74/31
S86 = 5.255.146.142/31
S87 = 5.255.146.156/31
S88 = 81.173.110.52/31
S89 = 94.142.96.98/31
S90 = 94.142.96.102/31
S91 = 94.142.96.106/31
S92 = 94.142.96.110/31
S93 = 94.142.96.168/31
S94 = 94.142.96.184/31
S95 = 94.142.96.188/31
S96 = 94.142.109.0/31
S97 = 94.142.109.10/31
S98 = 94.142.109.14/31
S99 = 94.142.109.18/31
S100 = 94.142.109.22/31
S101 = 94.142.109.26/31
S102 = 94.142.109.30/31
S103 = 94.142.109.34/31
S104 = 94.142.109.38/31
S105 = 94.142.109.42/31
S106 = 94.142.109.48/31
S107 = 94.142.109.54/31
S108 = 94.142.109.74/31
S109 = 94.142.109.78/31
S110 = 94.142.109.84/31
S111 = 94.142.109.86/31
S112 = 94.142.109.90/31
S113 = 94.142.109.100/31
S114 = 94.142.109.104/31
S115 = 94.142.109.126/31
S116 = 5.255.146.210/31
S117 = 94.142.96.8/31
S118 = 94.142.96.12/31
S119 = 94.142.96.14/31
S120 = 94.142.96.16/31
S121 = 94.142.96.20/31
S122 = 94.142.96.22/31
S123 = 94.142.96.26/31
S124 = 94.142.96.28/31
S125 = 94.142.96.30/31
S126 = 94.142.96.32/31
S127 = 94.142.96.34/31
S128 = 94.142.96.36/31
S129 = 94.142.96.38/31
S130 = 94.142.96.40/31
S131 = 94.142.96.42/31
S132 = 94.142.96.46/31
S133 = 94.142.96.48/31
S134 = 94.142.96.54/31
S135 = 94.142.96.56/31
S136 = 94.142.96.58/31
S137 = 94.142.96.60/31
S138 = 94.142.96.62/31
S139 = 94.142.96.64/31
S140 = 94.142.96.68/31
S141 = 94.142.96.70/31
S142 = 94.142.96.72/31
S143 = 94.142.96.74/31
S144 = 94.142.96.76/31
S145 = 94.142.96.78/31
S146 = 94.142.96.80/31
S147 = 94.142.96.84/31
S148 = 94.142.96.86/31
S149 = 94.142.96.90/31
S150 = 94.142.96.94/31
S151 = 94.142.96.96/31
S152 = 94.142.96.114/31
S153 = 94.142.96.116/31
S154 = 94.142.96.130/31
S155 = 94.142.96.136/30
S156 = 94.142.96.140/31
S157 = 94.142.96.142/31
S158 = 94.142.96.144/31
S159 = 94.142.96.146/31
S160 = 94.142.96.148/31
S161 = 94.142.96.150/31
S162 = 94.142.96.152/31
S163 = 94.142.96.154/31
S164 = 94.142.96.158/31
S165 = 94.142.96.160/31
